summary_level,soc_code,title,employment_2013,employment_2015,change_net,change_percent,annual_avg_openings_total,annual_avg_openings_growth,annual_avg_openings_replacement,annual_wages_2013_mean,annual_wages_2013_median,annual_wages_2013_entry,annual_wages_2013_experienced,typical_entry_education,work_experience,training_needed
4,15-1134,Web Developers,310,310,0,0,0,0,0,51690,46550,34650,60210,Associate's degree,None,None
4,15-1141,Database Administrators,200,200,0,0,0,0,0,65250,63370,43970,75890,Bachelor's degree,Less than 5 years,None
4,15-1142,Network and Computer Systems Administrators,710,710,0,0,10,0,10,68960,63190,46930,79970,Bachelor's degree,None,None
4,15-1143,Computer Network Architects,150,150,0,0,0,0,0,90170,85380,58330,106080,Bachelor's degree,5 years or more,None
4,15-1151,Computer User Support Specialists,1540,1580,40,2.6,40,20,20,44540,42740,29450,52090,"Some college, no degree",None,Moderate-term on-the-job training
4,15-1152,Computer Network Support Specialists,250,260,10,4,0,0,0,53820,47900,39570,60950,Associate's degree,None,None
4,15-1199,"Computer Occupations, All Other",130,130,0,0,0,0,0,71800,70170,54720,80340,Bachelor's degree,None,None
3,15-2000,Mathematical Science Occupations,230,230,0,0,10,0,10,n/a,n/a,n/a,n/a, , , 
4,15-2031,Operations Research Analysts,140,140,0,0,0,0,0,61080,60260,45280,68980,Bachelor's degree,None,None
2,17-0000,Architecture and Engineering Occupations,6070,5960,-110,-1.8,150,10,140,69470,66480,43830,82290, , , 
3,17-1000,"Architects, Surveyors, and Cartographers",490,500,10,2,10,0,10,n/a,n/a,n/a,n/a, , , 
4,17-1011,"Architects, Except Landscape and Naval",310,320,10,3.2,10,0,10,70010,67390,49560,80240,Bachelor's degree,None,Internship/residency
4,17-1022,Surveyors,60,60,0,0,0,0,0,54000,47480,33810,64090,Bachelor's degree,Less than 5 years,None
3,17-2000,Engineers,3600,3550,-50,-1.4,90,0,90,n/a,n/a,n/a,n/a, , , 
4,17-2051,Civil Engineers,600,590,-10,-1.7,10,0,10,79110,73990,58700,89310,Bachelor's degree,None,None
4,17-2071,Electrical Engineers,670,650,-20,-3,10,0,10,81890,77830,60390,92640,Bachelor's degree,None,None
4,17-2081,Environmental Engineers,270,270,0,0,10,0,10,71460,69310,48080,83140,Bachelor's degree,None,None
4,17-2112,Industrial Engineers,680,680,0,0,20,0,20,76070,74650,53910,87140,Bachelor's degree,None,None
4,17-2131,Materials Engineers,70,70,0,0,0,0,0,83320,83610,63390,93290,Bachelor's degree,None,None
4,17-2141,Mechanical Engineers,580,570,-10,-1.7,20,0,20,75600,74220,54130,86340,Bachelor's degree,None,None
4,17-2161,Nuclear Engineers,120,120,0,0,0,0,0,104020,107080,78770,116650,Bachelor's degree,None,None
4,17-2199,"Engineers, All Other",120,120,0,0,0,0,0,81350,83240,54310,94870,Bachelor's degree,None,None
3,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",1970,1910,-60,-3,40,0,40,n/a,n/a,n/a,n/a, , , 
4,17-3011,Architectural and Civil Drafters,210,200,-10,-4.8,0,0,0,47750,45880,36640,53300,Associate's degree,None,None
4,17-3012,Electrical and Electronics Drafters,130,130,0,0,0,0,0,55680,54720,38400,64330,Associate's degree,None,None
4,17-3013,Mechanical Drafters,200,200,0,0,0,0,0,52270,47780,34980,60920,Associate's degree,None,None
4,17-3019,"Drafters, All Other",60,70,10,16.7,0,0,0,45390,42960,26820,54670,Associate's degree,None,None
4,17-3022,Civil Engineering Technicians,150,140,-10,-6.7,0,0,0,51130,48970,39900,56740,Associate's degree,None,None
4,17-3023,Electrical and Electronics Engineering Technicians,600,590,-10,-1.7,10,0,10,53070,50370,35490,61870,Associate's degree,None,None
4,17-3025,Environmental Engineering Technicians,110,110,0,0,0,0,0,36000,30910,26410,40800,Associate's degree,None,None
4,17-3026,Industrial Engineering Technicians,140,140,0,0,0,0,0,52350,48310,36900,60070,Associate's degree,None,None
4,17-3027,Mechanical Engineering Technicians,150,140,-10,-6.7,0,0,0,53160,49730,39210,60140,Associate's degree,None,None
4,17-3029,"Engineering Technicians, Except Drafters, All Other",100,100,0,0,0,0,0,53280,52170,40010,59920,Associate's degree,None,None
4,17-3031,Surveying and Mapping Technicians,90,90,0,0,0,0,0,37140,35340,25360,43040,High school diploma or equivalent,None,Moderate-term on-the-job training
2,19-0000,"Life, Physical, and Social Science Occupations",4020,4120,100,2.5,170,50,120,60840,51310,28180,77170, , , 
3,19-1000,Life Scientists,1020,1060,40,3.9,50,20,30,n/a,n/a,n/a,n/a, , , 
4,19-1031,Conservation Scientists,50,50,0,0,0,0,0,68810,63270,53420,76510,Bachelor's degree,None,None
4,19-1042,"Medical Scientists, Except Epidemiologists",340,350,10,2.9,20,10,10,134300,113220,68420,167250,Doctoral or professional degree,None,None
3,19-2000,Physical Scientists,590,590,0,0,20,0,20,n/a,n/a,n/a,n/a, , , 
4,19-2031,Chemists,220,220,0,0,10,0,10,69390,66960,43550,82310,Bachelor's degree,None,None
4,19-2041,"Environmental Scientists and Specialists, Including Health",270,270,0,0,10,0,10,68120,65130,45550,79410,Bachelor's degree,None,None
3,19-3000,Social Scientists and Related Workers,1040,1060,20,1.9,40,10,30,n/a,n/a,n/a,n/a, , , 
4,19-3031,"Clinical, Counseling, and School Psychologists",560,560,0,0,20,0,20,77230,74330,49050,91310,Doctoral or professional degree,None,Internship/residency
4,19-3032,Industrial-Organizational Psychologists,100,110,10,10,10,10,0,n/a,n/a,n/a,n/a,Master's degree,None,Internship/residency
4,19-3051,Urban and Regional Planners,110,110,0,0,0,0,0,59560,56070,41060,68810,Master's degree,None,None
4,19-3099,"Social Scientists and Related Workers, All Other",60,60,0,0,0,0,0,61070,62050,41670,70770,Bachelor's degree,None,None
3,19-4000,"Life, Physical, and Social Science Technicians",1370,1410,40,2.9,70,20,50,n/a,n/a,n/a,n/a, , , 
4,19-4031,Chemical Technicians,250,260,10,4,10,0,10,42540,36440,25810,50910,Associate's degree,None,Moderate-term on-the-job training
4,19-4061,Social Science Research Assistants,100,110,10,10,0,0,0,22370,18840,16720,25190,Associate's degree,None,None
4,19-4091,"Environmental Science and Protection Technicians, Including Health",340,350,10,2.9,20,10,10,31670,28810,23180,35910,Associate's degree,None,None
4,19-4099,"Life, Physical, and Social Science Technicians, All Other",260,260,0,0,10,0,10,30020,24850,18270,35890,Associate's degree,None,None
2,21-0000,Community and Social Service Occupations,7150,7230,80,1.1,210,50,160,44920,41660,27410,53680, , , 
3,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",6340,6410,70,1.1,190,50,140,n/a,n/a,n/a,n/a, , , 
4,21-1011,Substance Abuse and Behavioral Disorder Counselors,410,420,10,2.4,10,0,10,37680,36060,26130,43460,High school diploma or equivalent,None,Moderate-term on-the-job training
4,21-1012,"Educational, Guidance, School, and Vocational Counselors",810,820,10,1.2,20,0,20,60990,59550,37940,72520,Master's degree,None,None
4,21-1013,Marriage and Family Therapists,90,90,0,0,0,0,0,34050,35070,21920,40110,Master's degree,None,Internship/residency
4,21-1014,Mental Health Counselors,280,290,10,3.6,10,0,10,42500,40060,30480,48510,Master's degree,None,Internship/residency
4,21-1015,Rehabilitation Counselors,140,140,0,0,0,0,0,38320,32310,24970,45000,Master's degree,None,None
4,21-1019,"Counselors, All Other",50,60,10,20,0,0,0,38160,35400,27860,43320,Master's degree,None,None
4,21-1021,"Child, Family, and School Social Workers",810,820,10,1.2,20,0,20,46210,42610,27520,55550,Bachelor's degree,None,None
4,21-1022,Healthcare Social Workers,430,440,10,2.3,20,10,10,45570,42190,31740,52480,Master's degree,None,None
4,21-1023,Mental Health and Substance Abuse Social Workers,430,440,10,2.3,10,0,10,54610,54050,38110,62870,Bachelor's degree,None,None
4,21-1029,"Social Workers, All Other",600,610,10,1.7,10,0,10,54120,53720,43560,59400,Bachelor's degree,None,None
4,21-1091,Health Educators,140,140,0,0,0,0,0,46260,44870,30560,54120,Bachelor's degree,None,None
4,21-1092,Probation Officers and Correctional Treatment Specialists,260,260,0,0,10,0,10,58240,56300,45590,64570,Bachelor's degree,None,Short-term on-the-job training
4,21-1093,Social and Human Service Assistants,1550,1570,20,1.3,50,10,40,33280,32370,24130,37850,High school diploma or equivalent,None,Short-term on-the-job training
4,21-1094,Community Health Workers,60,60,0,0,0,0,0,37610,37720,23100,44870,High school diploma or equivalent,None,Short-term on-the-job training
4,21-1099,"Community and Social Service Specialists, All Other",270,270,0,0,10,0,10,48760,50630,25720,60270,Master's degree,None,None
3,21-2000,Religious Workers,810,830,20,2.5,30,10,20,n/a,n/a,n/a,n/a, , , 
4,21-2011,Clergy,430,440,10,2.3,10,0,10,40810,34820,23750,49340,Bachelor's degree,None,Moderate-term on-the-job training
4,21-2021,"Directors, Religious Activities and Education",340,350,10,2.9,10,0,10,30980,28250,17740,37600,Bachelor's degree,Less than 5 years,None
2,23-0000,Legal Occupations,2720,2760,40,1.5,60,20,40,89340,75940,43970,112020, , , 
3,23-1000,"Lawyers, Judges, and Related Workers",1850,1870,20,1.1,40,10,30,n/a,n/a,n/a,n/a, , , 
4,23-1011,Lawyers,1070,1090,20,1.9,30,10,20,111510,94350,63280,135620,Doctoral or professional degree,None,None
4,23-1022,"Arbitrators, Mediators, and Conciliators",240,240,0,0,0,0,0,74570,73950,51080,86320,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
4,23-1023,"Judges, Magistrate Judges, and Magistrates",270,270,0,0,0,0,0,127480,132060,111400,135520,Doctoral or professional degree,5 years or more,Short-term on-the-job training
3,23-2000,Legal Support Workers,880,900,20,2.3,20,10,10,n/a,n/a,n/a,n/a, , , 
4,23-2011,Paralegals and Legal Assistants,600,620,20,3.3,20,10,10,48580,47770,36680,54530,Associate's degree,None,None
4,23-2099,"Legal Support Workers, All Other",60,60,0,0,0,0,0,50130,47890,40330,55030,High school diploma or equivalent,None,Short-term on-the-job training
2,25-0000,"Education, Training, and Library Occupations",32870,33150,280,0.9,850,200,650,57460,53660,26520,72920, , , 
3,25-1000,Postsecondary Teachers,8230,8460,230,2.8,250,140,110,n/a,n/a,n/a,n/a, , , 
4,25-1011,"Business Teachers, Postsecondary",750,770,20,2.7,20,10,10,77740,65250,43840,94690,Doctoral or professional degree,None,None
4,25-1021,"Computer Science Teachers, Postsecondary",300,310,10,3.3,10,10,0,77330,71980,48090,91940,Doctoral or professional degree,None,None
4,25-1022,"Mathematical Science Teachers, Postsecondary",290,300,10,3.4,0,0,0,66550,60010,43880,77880,Doctoral or professional degree,None,None
4,25-1031,"Architecture Teachers, Postsecondary",100,100,0,0,0,0,0,70150,63810,50110,80180,Doctoral or professional degree,None,None
4,25-1032,"Engineering Teachers, Postsecondary",130,130,0,0,0,0,0,90830,86990,57360,107570,Doctoral or professional degree,None,None
4,25-1042,"Biological Science Teachers, Postsecondary",260,270,10,3.8,10,10,0,62650,60240,42620,72670,Doctoral or professional degree,None,None
4,25-1052,"Chemistry Teachers, Postsecondary",170,170,0,0,0,0,0,69060,65810,47100,80040,Doctoral or professional degree,None,None
4,25-1053,"Environmental Science Teachers, Postsecondary",70,70,0,0,0,0,0,82660,77810,60700,93650,Doctoral or professional degree,None,None
4,25-1054,"Physics Teachers, Postsecondary",80,80,0,0,0,0,0,77020,74730,54840,88110,Doctoral or professional degree,None,None
4,25-1063,"Economics Teachers, Postsecondary",130,130,0,0,0,0,0,86630,75000,49540,105180,Doctoral or professional degree,None,None
4,25-1065,"Political Science Teachers, Postsecondary",110,110,0,0,0,0,0,74460,68900,47680,87860,Doctoral or professional degree,None,None
4,25-1066,"Psychology Teachers, Postsecondary",170,170,0,0,0,0,0,62300,62110,43520,71690,Doctoral or professional degree,None,None
4,25-1067,"Sociology Teachers, Postsecondary",190,190,0,0,0,0,0,61310,58050,46600,68670,Doctoral or professional degree,None,None
4,25-1069,"Social Sciences Teachers, Postsecondary, All Other",70,70,0,0,0,0,0,83330,75870,52900,98550,Doctoral or professional degree,None,None
4,25-1072,"Nursing Instructors and Teachers, Postsecondary",240,250,10,4.2,10,10,0,67410,65320,46550,77840,Master's degree,Less than 5 years,None
4,25-1081,"Education Teachers, Postsecondary",260,270,10,3.8,0,0,0,65750,61090,46830,75210,Doctoral or professional degree,None,None
4,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",60,60,0,0,0,0,0,51610,46100,38490,58160,Doctoral or professional degree,None,None
4,25-1121,"Art, Drama, and Music Teachers, Postsecondary",530,540,10,1.9,20,10,10,61270,58520,41890,70960,Master's degree,None,None
4,25-1122,"Communications Teachers, Postsecondary",290,310,20,6.9,10,10,0,74910,73430,52260,86240,Doctoral or professional degree,None,None
4,25-1123,"English Language and Literature Teachers, Postsecondary",570,590,20,3.5,20,10,10,63290,59780,42610,73620,Doctoral or professional degree,None,None
4,25-1124,"Foreign Language and Literature Teachers, Postsecondary",210,210,0,0,0,0,0,57070,55070,38790,66220,Doctoral or professional degree,None,None
4,25-1125,"History Teachers, Postsecondary",150,150,0,0,0,0,0,66480,66410,46140,76640,Doctoral or professional degree,None,None
4,25-1126,"Philosophy and Religion Teachers, Postsecondary",150,150,0,0,0,0,0,76440,71440,47680,90820,Doctoral or professional degree,None,None
4,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",100,100,0,0,0,0,0,55800,53880,40580,63400,Doctoral or professional degree,None,None
4,25-1194,"Vocational Education Teachers, Postsecondary",190,190,0,0,0,0,0,55580,51300,28710,69020,Bachelor's degree,Less than 5 years,None
3,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",12880,12930,50,0.4,340,40,300,n/a,n/a,n/a,n/a, , , 
4,25-2011,"Preschool Teachers, Except Special Education",1020,1040,20,2,40,10,30,29940,25530,19870,34970,Associate's degree,None,None
4,25-2012,"Kindergarten Teachers, Except Special Education",310,310,0,0,10,0,10,57110,55050,42060,64640,Bachelor's degree,None,Internship/residency
4,25-2021,"Elementary School Teachers, Except Special Education",3390,3410,20,0.6,80,10,70,64930,61330,48100,73350,Bachelor's degree,None,Internship/residency
4,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2020,2030,10,0.5,50,10,40,67670,65090,52500,75260,Bachelor's degree,None,Internship/residency
4,25-2023,"Career/Technical Education Teachers, Middle School",90,90,0,0,0,0,0,60550,59910,49100,66280,Bachelor's degree,Less than 5 years,Internship/residency
4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",3570,3550,-20,-0.6,100,0,100,69490,67640,51780,78350,Bachelor's degree,None,Internship/residency
4,25-2032,"Career/Technical Education Teachers, Secondary School",310,320,10,3.2,20,10,10,57810,56590,39380,67030,Bachelor's degree,Less than 5 years,Internship/residency
4,25-2051,"Special Education Teachers, Preschool",350,360,10,2.9,20,10,10,48770,47310,30340,57990,Bachelor's degree,None,Internship/residency
4,25-2052,"Special Education Teachers, Kindergarten and Elementary School",780,780,0,0,10,0,10,66190,63990,47780,75390,Bachelor's degree,None,Internship/residency
4,25-2053,"Special Education Teachers, Middle School",340,340,0,0,10,0,10,69900,67480,53180,78260,Bachelor's degree,None,Internship/residency
4,25-2054,"Special Education Teachers, Secondary School",690,680,-10,-1.4,10,0,10,72750,71730,55220,81510,Bachelor's degree,None,Internship/residency
3,25-3000,Other Teachers and Instructors,4560,4570,10,0.2,80,10,70,n/a,n/a,n/a,n/a, , , 
4,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,670,670,0,0,10,0,10,52920,51100,34100,62320,Bachelor's degree,None,Internship/residency
4,25-3021,Self-Enrichment Education Teachers,1080,1100,20,1.9,30,10,20,41800,40550,20130,52640,High school diploma or equivalent,Less than 5 years,None
4,25-3098,Substitute Teachers,2440,2420,-20,-0.8,40,0,40,28600,26760,21870,31970,Bachelor's degree,None,Internship/residency
4,25-3099,"Teachers and Instructors, All Other",370,380,10,2.7,10,0,10,44650,41230,22400,55780,Bachelor's degree,None,Internship/residency
3,25-4000,"Librarians, Curators, and Archivists",1130,1140,10,0.9,40,0,40,n/a,n/a,n/a,n/a, , , 
4,25-4021,Librarians,650,650,0,0,20,0,20,56050,55320,37530,65310,Master's degree,None,None
4,25-4031,Library Technicians,440,440,0,0,30,0,30,25660,22860,17010,29980,Postsecondary non-degree award,None,None
3,25-9000,"Other Education, Training, and Library Occupations",6070,6060,-10,-0.2,120,0,120,n/a,n/a,n/a,n/a, , , 
4,25-9031,Instructional Coordinators,400,400,0,0,0,0,0,57250,57560,40510,65620,Master's degree,5 years or more,None
4,25-9041,Teacher Assistants,5630,5610,-20,-0.4,120,0,120,27200,25020,19190,31200,"Some college, no degree",None,None
2,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",6410,6400,-10,-0.2,180,30,150,46390,39600,22350,58400, , , 
3,27-1000,Art and Design Workers,1860,1870,10,0.5,60,10,50,n/a,n/a,n/a,n/a, , , 
4,27-1011,Art Directors,140,140,0,0,0,0,0,92950,74630,41610,118620,Bachelor's degree,5 years or more,None
4,27-1021,Commercial and Industrial Designers,150,160,10,6.7,0,0,0,69250,65440,48170,79790,Bachelor's degree,None,None
4,27-1022,Fashion Designers,70,70,0,0,0,0,0,n/a,n/a,n/a,n/a,Bachelor's degree,None,None
4,27-1023,Floral Designers,190,190,0,0,10,0,10,28880,28070,21670,32490,High school diploma or equivalent,None,Moderate-term on-the-job training
4,27-1024,Graphic Designers,450,450,0,0,10,0,10,43630,39760,29480,50700,Bachelor's degree,None,None
4,27-1025,Interior Designers,140,140,0,0,0,0,0,49520,44820,32520,58020,Bachelor's degree,None,None
4,27-1026,Merchandise Displayers and Window Trimmers,210,210,0,0,10,0,10,31080,28840,21890,35670,High school diploma or equivalent,None,Moderate-term on-the-job training
3,27-2000,"Entertainers and Performers, Sports and Related Workers",1990,2010,20,1,70,10,60,n/a,n/a,n/a,n/a, , , 
4,27-2012,Producers and Directors,220,220,0,0,10,0,10,55780,44620,28720,69320,Bachelor's degree,Less than 5 years,None
4,27-2022,Coaches and Scouts,590,610,20,3.4,30,10,20,54250,41860,23130,69800,Bachelor's degree,None,None
4,27-2041,Music Directors and Composers,300,300,0,0,10,0,10,46650,47160,23660,58150,Bachelor's degree,Less than 5 years,None
4,27-2042,Musicians and Singers,570,580,10,1.8,10,0,10,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,Long-term on-the-job training
