summary_level,soc_code,title,employment_2013,employment_2015,change_net,change_percent,annual_avg_openings_total,annual_avg_openings_growth,annual_avg_openings_replacement,annual_wages_2013_mean,annual_wages_2013_median,annual_wages_2013_entry,annual_wages_2013_experienced,typical_entry_education,work_experience,training_needed
4,19-1099,"Life Scientists, All Other",70,70,0,0,0,0,0,62410,57850,53090,67070,Bachelor's degree,None,None
3,19-2000,Physical Scientists,1940,1940,0,0,60,10,50,n/a,n/a,n/a,n/a, , , 
4,19-2021,Atmospheric and Space Scientists,70,70,0,0,0,0,0,91140,90190,71320,101050,Bachelor's degree,None,None
4,19-2031,Chemists,320,330,10,0.03125,10,0,10,74000,71740,50930,85540,Bachelor's degree,None,None
4,19-2032,Materials Scientists,100,100,0,0,0,0,0,92440,85050,55610,110860,Bachelor's degree,None,None
4,19-2041,"Environmental Scientists and Specialists, Including Health",500,500,0,0,10,0,10,67800,69530,43450,79970,Bachelor's degree,None,None
4,19-2042,"Geoscientists, Except Hydrologists and Geographers",280,290,10,0.035714286,10,0,10,73780,75140,49900,85720,Bachelor's degree,None,None
4,19-2099,"Physical Scientists, All Other",590,590,0,0,10,0,10,90620,87530,64340,103760,Bachelor's degree,None,None
3,19-3000,Social Scientists and Related Workers,2190,2230,40,0.01826484,70,20,50,n/a,n/a,n/a,n/a, , , 
4,19-3011,Economists,90,90,0,0,0,0,0,90040,85110,59500,105310,Master's degree,None,None
4,19-3022,Survey Researchers,190,190,0,0,0,0,0,80500,81420,63300,89090,Master's degree,None,None
4,19-3031,"Clinical, Counseling, and School Psychologists",860,870,10,0.011627907,30,10,20,67430,64960,45410,78440,Doctoral or professional degree,None,Internship/residency
4,19-3051,Urban and Regional Planners,150,150,0,0,10,0,10,64260,60380,45790,73500,Master's degree,None,None
4,19-3093,Historians,80,80,0,0,0,0,0,35250,29530,26460,39640,Master's degree,None,None
4,19-3099,"Social Scientists and Related Workers, All Other",370,370,0,0,10,0,10,84250,83940,59960,96390,Bachelor's degree,None,None
3,19-4000,"Life, Physical, and Social Science Technicians",4240,4320,80,0.018867925,190,40,150,n/a,n/a,n/a,n/a, , , 
4,19-4021,Biological Technicians,860,880,20,0.023255814,40,10,30,43200,43740,38530,45540,Bachelor's degree,None,None
4,19-4031,Chemical Technicians,730,740,10,0.01369863,30,10,20,58740,63480,37730,69240,Associate's degree,None,Moderate-term on-the-job training
4,19-4041,Geological and Petroleum Technicians,60,60,0,0,0,0,0,80720,72510,43450,99360,Associate's degree,None,Moderate-term on-the-job training
4,19-4061,Social Science Research Assistants,1230,1260,30,0.024390244,60,10,50,34560,30620,20150,41770,Associate's degree,None,None
4,19-4091,"Environmental Science and Protection Technicians, Including Health",200,200,0,0,10,0,10,50540,52410,28030,61800,Associate's degree,None,None
4,19-4092,Forensic Science Technicians,130,130,0,0,10,0,10,64270,64990,49230,71790,Bachelor's degree,None,Moderate-term on-the-job training
4,19-4093,Forest and Conservation Technicians,50,50,0,0,0,0,0,48680,45610,37310,54360,Associate's degree,None,None
4,19-4099,"Life, Physical, and Social Science Technicians, All Other",940,950,10,0.010638298,50,10,40,40040,38460,29220,45450,Associate's degree,None,None
2,21-0000,Community and Social Service Occupations,12610,12830,220,0.017446471,390,120,270,46390,44300,27050,56060, , , 
3,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",11400,11610,210,0.018421053,360,110,250,n/a,n/a,n/a,n/a, , , 
4,21-1011,Substance Abuse and Behavioral Disorder Counselors,620,640,20,0.032258065,20,10,10,37230,35580,27000,42350,High school diploma or equivalent,None,Moderate-term on-the-job training
4,21-1012,"Educational, Guidance, School, and Vocational Counselors",1340,1370,30,0.02238806,40,10,30,59180,57880,41390,68080,Master's degree,None,None
4,21-1013,Marriage and Family Therapists,140,140,0,0,0,0,0,33950,29540,26040,37900,Master's degree,None,Internship/residency
4,21-1014,Mental Health Counselors,590,600,10,0.016949153,20,10,10,34150,30980,24800,38820,Master's degree,None,Internship/residency
4,21-1015,Rehabilitation Counselors,820,830,10,0.012195122,30,10,20,35260,32550,25560,40110,Master's degree,None,None
4,21-1019,"Counselors, All Other",170,180,10,0.058823529,0,0,0,50740,38790,27980,62120,Master's degree,None,None
4,21-1021,"Child, Family, and School Social Workers",1720,1740,20,0.011627907,50,10,40,48960,48220,28470,59210,Bachelor's degree,None,None
4,21-1022,Healthcare Social Workers,760,790,30,0.039473684,40,20,20,49700,48820,38190,55460,Master's degree,None,None
4,21-1023,Mental Health and Substance Abuse Social Workers,580,590,10,0.017241379,10,0,10,57720,56900,37870,67640,Bachelor's degree,None,None
4,21-1029,"Social Workers, All Other",790,790,0,0,20,0,20,54340,53740,42940,60030,Bachelor's degree,None,None
4,21-1091,Health Educators,470,480,10,0.021276596,20,10,10,48380,48810,26170,59490,Bachelor's degree,None,None
4,21-1092,Probation Officers and Correctional Treatment Specialists,490,490,0,0,10,0,10,62070,60020,48290,68960,Bachelor's degree,None,Short-term on-the-job training
4,21-1093,Social and Human Service Assistants,1860,1890,30,0.016129032,70,20,50,34370,31260,21960,40580,High school diploma or equivalent,None,Short-term on-the-job training
4,21-1094,Community Health Workers,240,240,0,0,10,0,10,52250,51510,28600,64080,High school diploma or equivalent,None,Short-term on-the-job training
4,21-1099,"Community and Social Service Specialists, All Other",840,850,10,0.011904762,30,10,20,49890,50050,28490,60590,Master's degree,None,None
3,21-2000,Religious Workers,1210,1220,10,0.008264463,40,10,30,n/a,n/a,n/a,n/a, , , 
4,21-2011,Clergy,930,940,10,0.010752688,30,10,20,47810,39000,24550,59440,Bachelor's degree,None,Moderate-term on-the-job training
4,21-2021,"Directors, Religious Activities and Education",170,170,0,0,10,0,10,32150,30230,23350,36540,Bachelor's degree,Less than 5 years,None
4,21-2099,"Religious Workers, All Other",110,110,0,0,0,0,0,26680,26870,23810,28120,Bachelor's degree,None,None
2,23-0000,Legal Occupations,6320,6300,-20,-0.003164557,90,0,90,93840,82750,46310,117600, , , 
3,23-1000,"Lawyers, Judges, and Related Workers",4650,4630,-20,-0.004301075,70,0,70,n/a,n/a,n/a,n/a, , , 
4,23-1011,Lawyers,3420,3410,-10,-0.002923977,50,0,50,111840,96020,66160,134680,Doctoral or professional degree,None,None
4,23-1022,"Arbitrators, Mediators, and Conciliators",390,390,0,0,10,0,10,77050,75650,57830,86660,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
4,23-1023,"Judges, Magistrate Judges, and Magistrates",330,330,0,0,10,0,10,133210,136170,120460,139580,Doctoral or professional degree,5 years or more,Short-term on-the-job training
3,23-2000,Legal Support Workers,1680,1680,0,0,30,0,30,n/a,n/a,n/a,n/a, , , 
4,23-2011,Paralegals and Legal Assistants,880,880,0,0,10,0,10,48840,48220,34950,55780,Associate's degree,None,None
4,23-2091,Court Reporters,120,120,0,0,0,0,0,46340,30760,25090,56970,Postsecondary non-degree award,None,Short-term on-the-job training
4,23-2093,"Title Examiners, Abstractors, and Searchers",190,190,0,0,0,0,0,49700,50080,36390,56350,High school diploma or equivalent,None,Short-term on-the-job training
4,23-2099,"Legal Support Workers, All Other",480,480,0,0,10,0,10,46910,44360,32070,54330,High school diploma or equivalent,None,Short-term on-the-job training
2,25-0000,"Education, Training, and Library Occupations",44950,45550,600,0.013348165,1180,330,850,52610,46470,24660,66590, , , 
3,25-1000,Postsecondary Teachers,9920,10220,300,0.030241935,310,170,140,n/a,n/a,n/a,n/a, , , 
4,25-1011,"Business Teachers, Postsecondary",530,540,10,0.018867925,10,0,10,70360,54360,40450,85320,Doctoral or professional degree,None,None
4,25-1021,"Computer Science Teachers, Postsecondary",250,260,10,0.04,10,10,0,85170,83040,47280,104120,Doctoral or professional degree,None,None
4,25-1022,"Mathematical Science Teachers, Postsecondary",370,370,0,0,10,0,10,69180,58540,41920,82800,Doctoral or professional degree,None,None
4,25-1032,"Engineering Teachers, Postsecondary",440,450,10,0.022727273,20,10,10,104150,98990,65590,123430,Doctoral or professional degree,None,None
4,25-1042,"Biological Science Teachers, Postsecondary",620,640,20,0.032258065,20,10,10,80650,76090,47990,96970,Doctoral or professional degree,None,None
4,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",90,90,0,0,0,0,0,84680,74360,44040,104990,Doctoral or professional degree,None,None
4,25-1052,"Chemistry Teachers, Postsecondary",220,230,10,0.045454545,0,0,0,72320,64610,41470,87740,Doctoral or professional degree,None,None
4,25-1054,"Physics Teachers, Postsecondary",160,160,0,0,0,0,0,86700,82000,46960,106570,Doctoral or professional degree,None,None
4,25-1061,"Anthropology and Archeology Teachers, Postsecondary",80,80,0,0,0,0,0,65900,65440,38970,79360,Doctoral or professional degree,None,None
4,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",80,80,0,0,0,0,0,71130,63900,35840,88770,Doctoral or professional degree,None,None
4,25-1063,"Economics Teachers, Postsecondary",130,130,0,0,0,0,0,87470,88490,48670,106860,Doctoral or professional degree,None,None
4,25-1065,"Political Science Teachers, Postsecondary",140,140,0,0,0,0,0,86580,84450,58520,100610,Doctoral or professional degree,None,None
4,25-1066,"Psychology Teachers, Postsecondary",310,320,10,0.032258065,0,0,0,71140,67800,44640,84400,Doctoral or professional degree,None,None
4,25-1067,"Sociology Teachers, Postsecondary",210,210,0,0,0,0,0,63810,56970,38010,76710,Doctoral or professional degree,None,None
4,25-1069,"Social Sciences Teachers, Postsecondary, All Other",130,130,0,0,0,0,0,68380,67100,39980,82590,Doctoral or professional degree,None,None
4,25-1071,"Health Specialties Teachers, Postsecondary",1500,1600,100,0.066666667,70,50,20,149950,134000,63700,">$187,200",Doctoral or professional degree,Less than 5 years,None
4,25-1072,"Nursing Instructors and Teachers, Postsecondary",330,350,20,0.060606061,10,10,0,70600,59830,43340,84230,Master's degree,Less than 5 years,None
4,25-1081,"Education Teachers, Postsecondary",440,450,10,0.022727273,20,10,10,68280,64860,42330,81260,Doctoral or professional degree,None,None
4,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",90,90,0,0,0,0,0,66550,54330,42880,78380,Doctoral or professional degree,None,None
4,25-1112,"Law Teachers, Postsecondary",200,210,10,0.05,0,0,0,115100,105540,63890,140700,Doctoral or professional degree,None,None
4,25-1121,"Art, Drama, and Music Teachers, Postsecondary",710,730,20,0.028169014,20,10,10,64820,61280,42180,76130,Master's degree,None,None
4,25-1122,"Communications Teachers, Postsecondary",90,90,0,0,0,0,0,69480,64250,43270,82580,Doctoral or professional degree,None,None
4,25-1123,"English Language and Literature Teachers, Postsecondary",570,580,10,0.01754386,20,10,10,63110,58460,39670,74820,Doctoral or professional degree,None,None
4,25-1124,"Foreign Language and Literature Teachers, Postsecondary",180,190,10,0.055555556,0,0,0,69520,68770,46190,81180,Doctoral or professional degree,None,None
4,25-1125,"History Teachers, Postsecondary",210,210,0,0,0,0,0,65540,64130,38980,78810,Doctoral or professional degree,None,None
4,25-1126,"Philosophy and Religion Teachers, Postsecondary",120,120,0,0,0,0,0,63000,59080,36170,76420,Doctoral or professional degree,None,None
4,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",100,100,0,0,0,0,0,58420,49420,38060,68600,Doctoral or professional degree,None,None
4,25-1194,"Vocational Education Teachers, Postsecondary",260,270,10,0.038461538,0,0,0,55390,54910,36390,64890,Bachelor's degree,Less than 5 years,None
4,25-1199,"Postsecondary Teachers, All Other",390,400,10,0.025641026,20,10,10,n/a,n/a,n/a,n/a,Doctoral or professional degree,None,None
3,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",15790,15930,140,0.008866371,430,70,360,n/a,n/a,n/a,n/a, , , 
4,25-2011,"Preschool Teachers, Except Special Education",1220,1230,10,0.008196721,40,10,30,30540,27950,20750,35430,Associate's degree,None,None
4,25-2012,"Kindergarten Teachers, Except Special Education",660,670,10,0.015151515,20,0,20,48250,46560,26480,59140,Bachelor's degree,None,Internship/residency
4,25-2021,"Elementary School Teachers, Except Special Education",4130,4190,60,0.014527845,120,30,90,60350,58580,41790,69630,Bachelor's degree,None,Internship/residency
4,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2230,2260,30,0.013452915,70,20,50,63510,61130,47510,71500,Bachelor's degree,None,Internship/residency
