summary_level,soc_code,title,employment_2013,employment_2015,change_net,change_percent,annual_avg_openings_total,annual_avg_openings_growth,annual_avg_openings_replacement,annual_wages_2013_mean,annual_wages_2013_median,annual_wages_2013_entry,annual_wages_2013_experienced,typical_entry_education,work_experience,training_needed
4,15-1199,"Computer Occupations, All Other",100,100,0,0,0,0,0,67860,66170,57280,73150,Bachelor's degree,None,None
3,15-2000,Mathematical Science Occupations,30,30,0,0,0,0,0,n/a,n/a,n/a,n/a, , , 
2,17-0000,Architecture and Engineering Occupations,1180,1170,-10,-0.008474576,40,10,30,65040,64110,38420,78350, , , 
3,17-1000,"Architects, Surveyors, and Cartographers",130,120,-10,-0.076923077,0,0,0,n/a,n/a,n/a,n/a, , , 
4,17-1022,Surveyors,30,30,0,0,0,0,0,54910,49410,34320,65210,Bachelor's degree,Less than 5 years,None
3,17-2000,Engineers,640,620,-20,-0.03125,20,0,20,n/a,n/a,n/a,n/a, , , 
4,17-2051,Civil Engineers,300,290,-10,-0.033333333,10,0,10,74420,73030,59860,81700,Bachelor's degree,None,None
4,17-2071,Electrical Engineers,20,20,0,0,0,0,0,96860,86980,62060,114250,Bachelor's degree,None,None
4,17-2072,"Electronics Engineers, Except Computer",20,20,0,0,0,0,0,80720,78550,60640,90770,Bachelor's degree,None,None
4,17-2081,Environmental Engineers,80,80,0,0,0,0,0,78370,77850,52990,91060,Bachelor's degree,None,None
4,17-2112,Industrial Engineers,70,70,0,0,0,0,0,84190,77360,58340,97120,Bachelor's degree,None,None
4,17-2131,Materials Engineers,30,30,0,0,0,0,0,78510,80620,57640,88940,Bachelor's degree,None,None
4,17-2141,Mechanical Engineers,40,40,0,0,0,0,0,61540,60980,45270,69680,Bachelor's degree,None,None
4,17-2199,"Engineers, All Other",40,40,0,0,0,0,0,91640,91230,63350,105790,Bachelor's degree,None,None
3,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",420,430,10,0.023809524,20,10,10,n/a,n/a,n/a,n/a, , , 
4,17-3011,Architectural and Civil Drafters,80,80,0,0,0,0,0,32460,30130,22030,37680,Associate's degree,None,None
4,17-3013,Mechanical Drafters,20,20,0,0,0,0,0,38700,36540,29480,43300,Associate's degree,None,None
4,17-3022,Civil Engineering Technicians,30,30,0,0,0,0,0,45250,44580,35900,49920,Associate's degree,None,None
4,17-3023,Electrical and Electronics Engineering Technicians,60,60,0,0,0,0,0,57620,60670,36050,68400,Associate's degree,None,None
4,17-3025,Environmental Engineering Technicians,30,30,0,0,0,0,0,30450,28910,25140,33100,Associate's degree,None,None
4,17-3026,Industrial Engineering Technicians,20,20,0,0,0,0,0,49250,50010,40010,53870,Associate's degree,None,None
4,17-3029,"Engineering Technicians, Except Drafters, All Other",80,80,0,0,0,0,0,54180,54020,41930,60310,Associate's degree,None,None
4,17-3031,Surveying and Mapping Technicians,50,50,0,0,0,0,0,40290,38150,27860,46510,High school diploma or equivalent,None,Moderate-term on-the-job training
2,19-0000,"Life, Physical, and Social Science Occupations",1300,1290,-10,-0.007692308,50,10,40,58380,55630,36510,69310, , , 
3,19-1000,Life Scientists,370,370,0,0,10,0,10,n/a,n/a,n/a,n/a, , , 
4,19-1031,Conservation Scientists,110,110,0,0,0,0,0,60010,58210,52410,63810,Bachelor's degree,None,None
4,19-1032,Foresters,130,130,0,0,0,0,0,56210,50780,44310,62160,Bachelor's degree,None,None
3,19-2000,Physical Scientists,130,130,0,0,0,0,0,n/a,n/a,n/a,n/a, , , 
4,19-2031,Chemists,30,30,0,0,0,0,0,76570,76310,54210,87750,Bachelor's degree,None,None
4,19-2041,"Environmental Scientists and Specialists, Including Health",80,80,0,0,0,0,0,67080,64990,51640,74790,Bachelor's degree,None,None
3,19-3000,Social Scientists and Related Workers,540,540,0,0,10,0,10,n/a,n/a,n/a,n/a, , , 
4,19-3031,"Clinical, Counseling, and School Psychologists",280,280,0,0,10,0,10,65220,63380,42800,76430,Doctoral or professional degree,None,Internship/residency
4,19-3032,Industrial-Organizational Psychologists,40,50,10,0.25,0,0,0,n/a,n/a,n/a,n/a,Master's degree,None,Internship/residency
4,19-3051,Urban and Regional Planners,30,30,0,0,0,0,0,55110,53670,41390,61960,Master's degree,None,None
4,19-3093,Historians,50,50,0,0,0,0,0,29360,28560,26260,30910,Master's degree,None,None
4,19-3099,"Social Scientists and Related Workers, All Other",50,50,0,0,0,0,0,69270,69790,52320,77750,Bachelor's degree,None,None
3,19-4000,"Life, Physical, and Social Science Technicians",260,250,-10,-0.038461538,10,0,10,n/a,n/a,n/a,n/a, , , 
4,19-4031,Chemical Technicians,40,40,0,0,0,0,0,54410,52940,34850,64190,Associate's degree,None,Moderate-term on-the-job training
4,19-4091,"Environmental Science and Protection Technicians, Including Health",40,40,0,0,0,0,0,36440,35220,32220,38550,Associate's degree,None,None
4,19-4093,Forest and Conservation Technicians,70,70,0,0,0,0,0,41770,38370,33750,45780,Associate's degree,None,None
4,19-4099,"Life, Physical, and Social Science Technicians, All Other",30,30,0,0,0,0,0,41320,42410,26280,48840,Associate's degree,None,None
2,21-0000,Community and Social Service Occupations,3640,3600,-40,-0.010989011,90,10,80,44710,42070,27470,53320, , , 
3,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",3340,3290,-50,-0.01497006,80,10,70,n/a,n/a,n/a,n/a, , , 
4,21-1011,Substance Abuse and Behavioral Disorder Counselors,210,210,0,0,0,0,0,42880,37770,31400,48620,High school diploma or equivalent,None,Moderate-term on-the-job training
4,21-1012,"Educational, Guidance, School, and Vocational Counselors",390,400,10,0.025641026,20,10,10,52690,51700,35770,61140,Master's degree,None,None
4,21-1014,Mental Health Counselors,80,80,0,0,0,0,0,48080,44350,35060,54580,Master's degree,None,Internship/residency
4,21-1015,Rehabilitation Counselors,150,150,0,0,0,0,0,39010,32510,24010,46510,Master's degree,None,None
4,21-1021,"Child, Family, and School Social Workers",330,330,0,0,10,0,10,44650,43670,31640,51160,Bachelor's degree,None,None
4,21-1022,Healthcare Social Workers,130,120,-10,-0.076923077,0,0,0,47330,44140,32220,54890,Master's degree,None,None
4,21-1023,Mental Health and Substance Abuse Social Workers,210,210,0,0,0,0,0,49630,47770,34820,57030,Bachelor's degree,None,None
4,21-1091,Health Educators,80,80,0,0,0,0,0,45610,44250,29490,53670,Bachelor's degree,None,None
4,21-1093,Social and Human Service Assistants,940,940,0,0,20,0,20,34590,32410,23110,40340,High school diploma or equivalent,None,Short-term on-the-job training
4,21-1094,Community Health Workers,80,80,0,0,0,0,0,30170,29040,24440,33030,High school diploma or equivalent,None,Short-term on-the-job training
4,21-1099,"Community and Social Service Specialists, All Other",130,130,0,0,0,0,0,50320,51580,30240,60360,Master's degree,None,None
3,21-2000,Religious Workers,300,310,10,0.033333333,10,0,10,n/a,n/a,n/a,n/a, , , 
4,21-2011,Clergy,230,230,0,0,0,0,0,42380,33860,19060,54040,Bachelor's degree,None,Moderate-term on-the-job training
2,23-0000,Legal Occupations,1040,1030,-10,-0.009615385,20,0,20,91370,85770,47700,113210, , , 
3,23-1000,"Lawyers, Judges, and Related Workers",820,810,-10,-0.012195122,10,0,10,n/a,n/a,n/a,n/a, , , 
4,23-1011,Lawyers,370,370,0,0,10,0,10,91460,77210,58390,107990,Doctoral or professional degree,None,None
4,23-1012,Judicial Law Clerks,20,20,0,0,0,0,0,36090,30680,23200,42530,Doctoral or professional degree,None,None
4,23-1023,"Judges, Magistrate Judges, and Magistrates",250,240,-10,-0.04,0,0,0,128450,132990,111510,136920,Doctoral or professional degree,5 years or more,Short-term on-the-job training
3,23-2000,Legal Support Workers,220,220,0,0,0,0,0,n/a,n/a,n/a,n/a, , , 
4,23-2011,Paralegals and Legal Assistants,130,130,0,0,0,0,0,51230,50730,40170,56760,Associate's degree,None,None
2,25-0000,"Education, Training, and Library Occupations",14930,14950,20,0.001339585,350,40,310,47580,45430,21940,60400, , , 
3,25-1000,Postsecondary Teachers,1880,1890,10,0.005319149,50,20,30,n/a,n/a,n/a,n/a, , , 
4,25-1011,"Business Teachers, Postsecondary",130,130,0,0,0,0,0,91940,76090,45910,114950,Doctoral or professional degree,None,None
4,25-1021,"Computer Science Teachers, Postsecondary",40,40,0,0,0,0,0,79730,71570,51880,93660,Doctoral or professional degree,None,None
4,25-1022,"Mathematical Science Teachers, Postsecondary",70,70,0,0,0,0,0,75850,65900,47760,89890,Doctoral or professional degree,None,None
4,25-1032,"Engineering Teachers, Postsecondary",120,120,0,0,0,0,0,91620,88350,61040,106900,Doctoral or professional degree,None,None
4,25-1042,"Biological Science Teachers, Postsecondary",60,60,0,0,0,0,0,68310,65370,48390,78270,Doctoral or professional degree,None,None
4,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",30,30,0,0,0,0,0,63730,54260,42740,74230,Doctoral or professional degree,None,None
4,25-1052,"Chemistry Teachers, Postsecondary",40,40,0,0,0,0,0,74870,68470,50480,87060,Doctoral or professional degree,None,None
4,25-1065,"Political Science Teachers, Postsecondary",20,20,0,0,0,0,0,69940,65690,50080,79860,Doctoral or professional degree,None,None
4,25-1066,"Psychology Teachers, Postsecondary",40,40,0,0,0,0,0,76760,72860,48810,90730,Doctoral or professional degree,None,None
4,25-1067,"Sociology Teachers, Postsecondary",40,40,0,0,0,0,0,74340,73120,58140,82440,Doctoral or professional degree,None,None
4,25-1072,"Nursing Instructors and Teachers, Postsecondary",40,40,0,0,0,0,0,56250,55890,41660,63540,Master's degree,Less than 5 years,None
4,25-1121,"Art, Drama, and Music Teachers, Postsecondary",100,110,10,0.1,0,0,0,78510,68640,46530,94500,Master's degree,None,None
4,25-1122,"Communications Teachers, Postsecondary",30,30,0,0,0,0,0,76480,66340,49960,89740,Doctoral or professional degree,None,None
4,25-1123,"English Language and Literature Teachers, Postsecondary",120,120,0,0,0,0,0,94910,83000,52510,116120,Doctoral or professional degree,None,None
4,25-1124,"Foreign Language and Literature Teachers, Postsecondary",30,30,0,0,0,0,0,84190,74850,56390,98090,Doctoral or professional degree,None,None
4,25-1125,"History Teachers, Postsecondary",60,50,-10,-0.166666667,0,0,0,99350,78630,59000,119530,Doctoral or professional degree,None,None
4,25-1126,"Philosophy and Religion Teachers, Postsecondary",30,30,0,0,0,0,0,78700,75440,59040,88520,Doctoral or professional degree,None,None
4,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",40,40,0,0,0,0,0,92050,75670,52100,112020,Doctoral or professional degree,None,None
4,25-1194,"Vocational Education Teachers, Postsecondary",230,230,0,0,0,0,0,60250,64870,45030,67870,Bachelor's degree,Less than 5 years,None
4,25-1199,"Postsecondary Teachers, All Other",330,330,0,0,0,0,0,59780,53500,34000,72660,Doctoral or professional degree,None,None
3,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",6550,6550,0,0,160,10,150,n/a,n/a,n/a,n/a, , , 
4,25-2011,"Preschool Teachers, Except Special Education",460,460,0,0,10,0,10,31940,30470,19310,38250,Associate's degree,None,None
4,25-2012,"Kindergarten Teachers, Except Special Education",230,230,0,0,10,0,10,50250,49340,34830,57970,Bachelor's degree,None,Internship/residency
4,25-2021,"Elementary School Teachers, Except Special Education",2070,2090,20,0.009661836,50,10,40,53280,53290,38720,60570,Bachelor's degree,None,Internship/residency
4,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",900,910,10,0.011111111,20,0,20,57740,56300,43920,64640,Bachelor's degree,None,Internship/residency
4,25-2023,"Career/Technical Education Teachers, Middle School",70,70,0,0,0,0,0,54690,52660,44050,60010,Bachelor's degree,Less than 5 years,Internship/residency
4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1640,1630,-10,-0.006097561,40,0,40,63410,57280,43920,73160,Bachelor's degree,None,Internship/residency
4,25-2032,"Career/Technical Education Teachers, Secondary School",140,140,0,0,0,0,0,61260,58650,45340,69230,Bachelor's degree,Less than 5 years,Internship/residency
4,25-2052,"Special Education Teachers, Kindergarten and Elementary School",450,450,0,0,10,0,10,56640,55370,44180,62870,Bachelor's degree,None,Internship/residency
4,25-2053,"Special Education Teachers, Middle School",240,240,0,0,0,0,0,56180,55250,45310,61620,Bachelor's degree,None,Internship/residency
4,25-2054,"Special Education Teachers, Secondary School",290,290,0,0,0,0,0,62790,62660,48840,69760,Bachelor's degree,None,Internship/residency
3,25-3000,Other Teachers and Instructors,2830,2820,-10,-0.003533569,50,0,50,n/a,n/a,n/a,n/a, , , 
4,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,160,160,0,0,0,0,0,66760,69680,45760,77250,Bachelor's degree,None,Internship/residency
4,25-3021,Self-Enrichment Education Teachers,450,450,0,0,10,0,10,33890,31790,20640,40520,High school diploma or equivalent,Less than 5 years,None
4,25-3098,Substitute Teachers,1940,1930,-10,-0.005154639,30,0,30,25410,23920,21100,27560,Bachelor's degree,None,Internship/residency
4,25-3099,"Teachers and Instructors, All Other",280,280,0,0,0,0,0,54950,58780,36970,63940,Bachelor's degree,None,Internship/residency
3,25-4000,"Librarians, Curators, and Archivists",740,730,-10,-0.013513514,30,0,30,n/a,n/a,n/a,n/a, , , 
4,25-4021,Librarians,460,460,0,0,10,0,10,54520,55640,40320,61610,Master's degree,None,None
4,25-4031,Library Technicians,240,240,0,0,10,0,10,26150,24640,16910,30770,Postsecondary non-degree award,None,None
3,25-9000,"Other Education, Training, and Library Occupations",2940,2950,10,0.003401361,60,0,60,n/a,n/a,n/a,n/a, , , 
4,25-9031,Instructional Coordinators,160,160,0,0,0,0,0,52410,51610,33830,61690,Master's degree,5 years or more,None
4,25-9041,Teacher Assistants,2750,2750,0,0,60,0,60,21840,20230,17030,24240,"Some college, no degree",None,None
4,25-9099,"Education, Training, and Library Workers, All Other",20,20,0,0,0,0,0,50620,51700,38670,56600,Bachelor's degree,None,None
2,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",2590,2580,-10,-0.003861004,70,10,60,43080,37410,21330,53960, , , 
3,27-1000,Art and Design Workers,630,630,0,0,20,0,20,n/a,n/a,n/a,n/a, , , 
4,27-1012,Craft Artists,40,40,0,0,0,0,0,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,Long-term on-the-job training
4,27-1022,Fashion Designers,30,30,0,0,0,0,0,n/a,n/a,n/a,n/a,Bachelor's degree,None,None
4,27-1023,Floral Designers,90,90,0,0,0,0,0,24880,22530,17010,28820,High school diploma or equivalent,None,Moderate-term on-the-job training
4,27-1024,Graphic Designers,120,120,0,0,0,0,0,33100,31700,23190,38050,Bachelor's degree,None,None
4,27-1025,Interior Designers,30,30,0,0,0,0,0,n/a,n/a,n/a,n/a,Bachelor's degree,None,None
4,27-1026,Merchandise Displayers and Window Trimmers,60,60,0,0,0,0,0,27130,27700,19240,31080,High school diploma or equivalent,None,Moderate-term on-the-job training
4,27-1027,Set and Exhibit Designers,30,30,0,0,0,0,0,n/a,n/a,n/a,n/a,Bachelor's degree,None,None
4,27-1029,"Designers, All Other",30,30,0,0,0,0,0,n/a,n/a,n/a,n/a,Bachelor's degree,None,None
3,27-2000,"Entertainers and Performers, Sports and Related Workers",870,880,10,0.011494253,20,0,20,n/a,n/a,n/a,n/a, , , 
4,27-2012,Producers and Directors,90,90,0,0,0,0,0,43810,44120,30610,50410,Bachelor's degree,Less than 5 years,None
4,27-2022,Coaches and Scouts,320,320,0,0,10,0,10,45720,44800,22760,57200,Bachelor's degree,None,None
4,27-2041,Music Directors and Composers,180,180,0,0,0,0,0,48570,52550,28000,58860,Bachelor's degree,Less than 5 years,None
4,27-2042,Musicians and Singers,150,150,0,0,0,0,0,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,Long-term on-the-job training
4,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",40,40,0,0,0,0,0,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,None
3,27-3000,Media and Communication Workers,800,790,-10,-0.0125,20,0,20,n/a,n/a,n/a,n/a, , , 
4,27-3011,Radio and Television Announcers,60,60,0,0,0,0,0,33060,22010,17320,40940,Bachelor's degree,None,None
4,27-3022,Reporters and Correspondents,110,100,-10,-0.090909091,0,0,0,40800,31770,24690,48860,Bachelor's degree,None,None
4,27-3031,Public Relations Specialists,200,200,0,0,0,0,0,47890,47490,29120,57270,Bachelor's degree,None,None
4,27-3041,Editors,150,150,0,0,0,0,0,48180,42480,34120,55210,Bachelor's degree,Less than 5 years,None
4,27-3043,Writers and Authors,180,180,0,0,0,0,0,55020,50060,40660,62200,Bachelor's degree,None,Moderate-term on-the-job training
4,27-3091,Interpreters and Translators,40,40,0,0,0,0,0,36760,27510,22190,44040,Bachelor's degree,None,Short-term on-the-job training
3,27-4000,Media and Communication Equipment Workers,290,290,0,0,0,0,0,n/a,n/a,n/a,n/a, , , 
4,27-4011,Audio and Video Equipment Technicians,40,40,0,0,0,0,0,50950,46630,26370,63240,Postsecondary non-degree award,None,Short-term on-the-job training
4,27-4012,Broadcast Technicians,60,50,-10,-0.166666667,0,0,0,28930,22680,16760,35020,Associate's degree,None,Short-term on-the-job training
4,27-4021,Photographers,160,160,0,0,0,0,0,28660,22660,17120,34430,High school diploma or equivalent,None,Long-term on-the-job training
2,29-0000,Healthcare Practitioners and Technical Occupations,10360,10520,160,0.015444015,290,100,190,68860,56550,35180,85700, , , 
3,29-1000,Health Diagnosing and Treating Practitioners,6360,6450,90,0.014150943,180,60,120,n/a,n/a,n/a,n/a, , , 
4,29-1021,"Dentists, General",130,130,0,0,0,0,0,173470,144820,104530,">$187,200",Doctoral or professional degree,None,None
4,29-1031,Dietitians and Nutritionists,100,100,0,0,0,0,0,55170,55960,43810,60850,Bachelor's degree,None,Internship/residency
4,29-1051,Pharmacists,370,370,0,0,10,0,10,121160,127450,92970,135250,Doctoral or professional degree,None,None
4,29-1062,Family and General Practitioners,120,120,0,0,0,0,0,219820,">$187,200",143100,n/a,Doctoral or professional degree,None,Internship/residency
4,29-1063,"Internists, General",20,20,0,0,0,0,0,252590,">$187,200",">$187,200",n/a,Doctoral or professional degree,None,Internship/residency
4,29-1066,Psychiatrists,50,50,0,0,0,0,0,209270,">$187,200",140250,">$187,200",Doctoral or professional degree,None,Internship/residency
4,29-1067,Surgeons,20,20,0,0,0,0,0,254820,">$187,200",n/a,n/a,Doctoral or professional degree,None,Internship/residency
4,29-1069,"Physicians and Surgeons, All Other",400,410,10,0.025,10,0,10,220650,">$187,200",138320,n/a,Doctoral or professional degree,None,Internship/residency
4,29-1071,Physician Assistants,190,200,10,0.052631579,10,10,0,103190,96560,83690,112940,Master's degree,None,None
4,29-1122,Occupational Therapists,170,160,-10,-0.058823529,0,0,0,62480,59690,44730,71360,Master's degree,None,None
