ID,BoroCode,Borough,CD,CDName,TaxBlock,TaxLot,FacName,FacAddress,ZipCode,FacType,GroupType,SGroupType,Capacity,CapType,Acreage,PKtoG8,G9toG12,AgencyOper,AgencyOver,CT2010,Tract2010,CouncilDis,SchoolDist,PolicePrct,HealthArea,BBL,XCoord,YCoord,SvcArea
3702760642,5,SI,501,STATEN ISLAND COMMUNITY DISTRICT 1,2908,11,STATEN ISLAND DDSO,436 Hanover Ave,10304,3703,7,71,7,2,,,,57,57,40,40,49,31,120,700,5029080011,960381,160840,R
3702760644,5,SI,502,STATEN ISLAND COMMUNITY DISTRICT 2,1965,14,STATEN ISLAND DDSO,795 Rockland Ave,10314,3703,7,71,8,2,,,,57,57,273.02,27302,50,31,121,100,5019650014,944444,153850,R
3702760645,5,SI,503,STATEN ISLAND COMMUNITY DISTRICT 3,5156,64,STATEN ISLAND DDSO,40 Nash Court,10308,3703,7,71,11,2,,,,57,57,132.03,13203,51,31,122,920,5051560064,943311,137563,R
3702760646,5,SI,502,STATEN ISLAND COMMUNITY DISTRICT 2,3583,23,STATEN ISLAND DDSO,1048 S Railroad Ave,10306,3703,7,71,8,2,,,,57,57,114.02,11402,50,31,122,910,5035830023,954646,150875,R
3702760648,5,SI,502,STATEN ISLAND COMMUNITY DISTRICT 2,2040,300,STATEN ISLAND DDSO,1100 Forest Hill Rd,10314,3703,7,71,30,2,,,,57,57,273.01,27301,50,31,121,100,5020400300,943343,155791,R
3702760649,5,SI,503,STATEN ISLAND COMMUNITY DISTRICT 3,5020,28,STATEN ISLAND DDSO,62 Justin Ave,10306,3703,7,71,8,2,,,,57,57,132.04,13204,51,31,122,920,5050200028,946442,142076,R
3702760650,5,SI,503,STATEN ISLAND COMMUNITY DISTRICT 3,6668,14,STATEN ISLAND DDSO,425 Seguine Ave,10309,3703,7,71,8,2,,,,57,57,198,198,51,31,123,800,5066680014,929599,127265,R
3702760652,5,SI,503,STATEN ISLAND COMMUNITY DISTRICT 3,5475,1,STATEN ISLAND DDSO,931 Armstrong Ave,10308,3703,7,71,8,2,,,,57,57,146.07,14607,51,31,122,920,5054750001,939446,142394,R
3702760654,5,SI,502,STATEN ISLAND COMMUNITY DISTRICT 2,2040,300,STATEN ISLAND DDSO,1150 Forest Hill Rd,10314,3703,7,71,6,2,,,,57,57,273.01,27301,50,31,121,100,5020400300,943343,155791,R
3702760655,5,SI,501,STATEN ISLAND COMMUNITY DISTRICT 1,2837,1,STATEN ISLAND DDSO,100 Vanderbilt Ave,10304,3703,7,71,6,2,,,,57,57,40,40,49,31,120,700,5028370001,963361,165445,R
3702760661,5,SI,503,STATEN ISLAND COMMUNITY DISTRICT 3,6831,48,STATEN ISLAND DDSO,277 Darlington Ave,10312,3703,7,71,11,2,,,,57,57,208.04,20804,51,31,123,800,5068310048,930078,134803,R
3802760662,5,SI,502,STATEN ISLAND COMMUNITY DISTRICT 2,2040,400,STATEN ISLAND DDSO,930 Willowbrook Rd,10314,3810,7,72,,98,,,,57,57,273.01,27301,50,31,121,100,5020400400,944369,157944,L
3702760664,5,SI,501,STATEN ISLAND COMMUNITY DISTRICT 1,1049,16,STATEN ISLAND DDSO,44 Rainbow Ave,10302,3703,7,71,8,2,,,,57,57,213,213,49,31,121,200,5010490016,945775,169051,R
3760090440,2,BX,204,BRONX COMMUNITY DISTRICT 4,2452,12,EDWIN GOULD SERVICES FOR CHILDREN,1128 Sherman Ave,10456,3701,7,71,8,2,,,,91,57,181.01,18101,16,9,44,3320,2024520012,1007288,242326,R
3760090441,2,BX,210,BRONX COMMUNITY DISTRICT 10,5141,120,EDWIN GOULD SERVICES FOR CHILDREN,140 Alcott Pl,10475,3703,7,71,17,2,,,,91,57,462.01,46201,12,11,45,710,2051410120,1031757,257789,R
3760090446,1,MN,112,MANHATTAN COMMUNITY DISTRICT 12,2134,218,EDWIN GOULD SERVICES FOR CHILDREN,157-10 Riverside Dr W,10032,3703,7,71,9,2,,,,91,57,241,241,7,6,33,610,1021340218,998652,243830,R
3760090448,2,BX,211,BRONX COMMUNITY DISTRICT 11,4563,142,EDWIN GOULD SERVICES FOR CHILDREN,1266-68 Adee Ave,10469,3703,7,71,7,2,,,,91,57,348,348,12,11,49,820,2045630142,1025700,255976,R
3760090449,4,QN,413,QUEENS COMMUNITY DISTRICT 13,10805,19,EDWIN GOULD SERVICES FOR CHILDREN,222-32 99 Ave,11429,3703,7,71,4,2,,,,91,57,568,568,27,29,105,2920,4108050019,1059199,200308,R
3860090901,3,BK,302,BROOKLYN COMMUNITY DISTRICT 2,152,6,EDWIN GOULD SERVICES FOR CHILDREN,151 Lawrence St,11201,3805,7,72,,98,,,,91,57,11,11,33,13,84,2300,3001520006,988172,191132,L
3760160440,1,MN,111,MANHATTAN COMMUNITY DISTRICT 11,1694,7,EPISCOPAL SOCIAL SERVICES OF NY,1956 First Ave,10029,3701,7,71,10,2,,,,91,57,162,162,8,4,23,2600,1016940007,1000330,225598,R
3760160441,1,MN,111,MANHATTAN COMMUNITY DISTRICT 11,1694,5,EPISCOPAL SOCIAL SERVICES OF NY,1966 First Ave,10029,3701,7,71,10,2,,,,91,57,162,162,8,4,23,2600,1016940005,1000448,225800,R
3760160442,2,BX,205,BRONX COMMUNITY DISTRICT 5,3146,15,EPISCOPAL SOCIAL SERVICES OF NY,2322 Valentine Ave,10458,3701,7,71,10,2,,,,91,57,383.01,38301,15,10,46,1000,2031460015,1012592,251682,R
3760160443,2,BX,205,BRONX COMMUNITY DISTRICT 5,2807,7,EPISCOPAL SOCIAL SERVICES OF NY,1980 Morris Ave,10453,3701,7,71,12,2,,,,91,57,241,241,14,9,46,1600,2028070007,1009967,249402,R
3760160445,2,BX,207,BRONX COMMUNITY DISTRICT 7,3237,125,EPISCOPAL SOCIAL SERVICES OF NY,2597 Sedgewick Ave,10468,3703,7,71,10,2,,,,91,57,269,269,14,10,52,320,2032370125,1010188,255842,R
3860160447,1,MN,105,MANHATTAN COMMUNITY DISTRICT 5,803,7502,EPISCOPAL SOCIAL SERVICES OF NY,305 Seventh Ave,10001,3805,7,72,6,6,,,,91,57,95,95,3,2,13,5200,1008037502,986085,211299,L
3860160651,2,BX,201,BRONX COMMUNITY DISTRICT 1,2291,12,EPISCOPAL SOCIAL SERVICES OF NY,412 E 147 St,10455,3805,7,72,8,6,,,,91,57,43,43,8,7,40,4400,2022910012,1007005,235891,L
3860230350,1,MN,107,MANHATTAN COMMUNITY DISTRICT 7,1118,14,JEWISH GUILD FOR THE BLIND,15 W 65 St,10023,3801,7,72,84,6,,,,91,57,149,149,6,3,20,4000,1011180014,989678,220731,L
3760350442,4,QN,411,QUEENS COMMUNITY DISTRICT 11,6272,50,"LIFESPIRE, INC.",42-23 208 St,11361,3703,7,71,8,2,,,,91,57,1467,1467,19,26,111,2122,4062720050,1046237,216533,R
3760350443,4,QN,407,QUEENS COMMUNITY DISTRICT 7,5282,96,"LIFESPIRE, INC.",35-84 163 St,11358,3703,7,71,8,2,,,,91,57,1171,1171,19,25,109,1310,4052820096,1038829,217316,R
3760350444,1,MN,108,MANHATTAN COMMUNITY DISTRICT 8,1373,1,"LIFESPIRE, INC.",20 River Rd,10044,3703,7,71,6,2,,,,91,57,238.02,23802,5,2,114,8300,1013730001,997381,215297,R
3760360440,4,QN,412,QUEENS COMMUNITY DISTRICT 12,12406,255,"AABR, INC.",178-22 Linden Bl,11434,3701,7,71,11,2,,,,91,57,426,426,27,29,113,3510,4124060255,1048137,191629,R
3860360960,4,QN,407,QUEENS COMMUNITY DISTRICT 7,4076,7501,"AABR, INC.",15-08 College Pt Bl,11356,3810,7,72,,98,,,,91,57,925,925,19,25,109,210,4040767501,1026775,224849,L
3760390440,1,MN,104,MANHATTAN COMMUNITY DISTRICT 4,791,54,YAI - YOUNG ADULT INSTITUTE,120 1/2 W 16 St,10011,3701,7,71,10,2,,,,91,57,81,81,3,2,13,5600,1007910054,985070,208488,R
3860390991,3,BK,315,BROOKLYN COMMUNITY DISTRICT 15,7334,5,YAI - YOUNG ADULT INSTITUTE,3342 Nostrand Ave,11229,3810,7,72,,98,,,,91,57,566,566,46,22,61,8722,3073340005,1000189,158754,L
3760400440,3,BK,316,BROOKLYN COMMUNITY DISTRICT 16,3601,26,"FEDERATION OF MULTICULTURAL PROGRAM, INC",470 Chester St,11212,3701,7,71,12,2,,,,91,57,916,916,42,23,73,6000,3036010026,1009306,179875,R
3860940160,4,QN,408,QUEENS COMMUNITY DISTRICT 8,7024,32,QUEENS CENTERS FOR PROGRESS,81-15 164 St,11432,3804,7,72,,98,,,,91,57,1265,1265,24,25,107,2022,4070240032,1038656,201490,L
3860940420,4,QN,408,QUEENS COMMUNITY DISTRICT 8,7024,32,QUEENS CENTERS FOR PROGRESS,81-15 164 St,11432,3802,7,72,294,6,,,,91,57,1265,1265,24,25,107,2022,4070240032,1038656,201490,L
3760940440,4,QN,408,QUEENS COMMUNITY DISTRICT 8,9937,39,QUEENS CENTERS FOR PROGRESS,87-14 Midland Pkwy,11432,3701,7,71,8,2,,,,91,57,466,466,24,29,107,2810,4099370039,1044408,199300,R
3760940441,4,QN,413,QUEENS COMMUNITY DISTRICT 13,8401,620,QUEENS CENTERS FOR PROGRESS,249-12 Grand Central Pkwy,11426,3701,7,71,10,2,,,,91,57,1551.02,155102,23,26,105,2170,4084010620,1060476,213214,R
3760940442,4,QN,413,QUEENS COMMUNITY DISTRICT 13,8401,620,QUEENS CENTERS FOR PROGRESS,249-10 Grand Central Pkwy,11426,3701,7,71,10,2,,,,91,57,1551.02,155102,23,26,105,2170,4084010620,1060476,213214,R
3760940445,4,QN,413,QUEENS COMMUNITY DISTRICT 13,8401,620,QUEENS CENTERS FOR PROGRESS,249-14 Grand Central Pkwy,11426,3701,7,71,20,2,,,,91,57,1551.02,155102,23,26,105,2170,4084010620,1060476,213214,R
3760940447,4,QN,413,QUEENS COMMUNITY DISTRICT 13,8593,11,QUEENS CENTERS FOR PROGRESS,83-14 251 St,11426,3703,7,71,6,2,,,,91,57,1571.01,157101,23,26,105,2160,4085930011,1062583,207878,R
3760940448,4,QN,413,QUEENS COMMUNITY DISTRICT 13,8552,10,QUEENS CENTERS FOR PROGRESS,269-18 77. Ave,11040,3703,7,71,8,2,,,,91,57,1551.02,155102,23,26,105,2170,4085520010,1065955,213343,R
3760940449,4,QN,403,QUEENS COMMUNITY DISTRICT 3,1396,45,QUEENS CENTERS FOR PROGRESS,31-33 84 St,11370,3703,7,71,6,2,,,,91,57,337,337,25,30,115,620,4013960045,1016465,215628,R
3860940450,4,QN,408,QUEENS COMMUNITY DISTRICT 8,7024,32,QUEENS CENTERS FOR PROGRESS,81-15 164 St,11432,3805,7,72,143,6,,,,91,57,1265,1265,24,25,107,2022,4070240032,1038656,201490,L
3860940451,4,QN,408,QUEENS COMMUNITY DISTRICT 8,7024,32,QUEENS CENTERS FOR PROGRESS,81-51 164 St,11432,3805,7,72,79,6,,,,91,57,1265,1265,24,25,107,2022,4070240032,1038656,201490,L
3860940651,4,QN,408,QUEENS COMMUNITY DISTRICT 8,7024,32,QUEENS CENTERS FOR PROGRESS,81-15 164 St,11432,3805,7,72,53,6,,,,91,57,1265,1265,24,25,107,2022,4070240032,1038656,201490,L
3860940652,4,QN,413,QUEENS COMMUNITY DISTRICT 13,8401,620,QUEENS CENTERS FOR PROGRESS,249-16 Grand Central Pkwy,11426,3805,7,72,145,6,,,,91,57,1551.02,155102,23,26,105,2170,4084010620,1060476,213214,L
3860940960,4,QN,408,QUEENS COMMUNITY DISTRICT 8,7024,32,QUEENS CENTERS FOR PROGRESS,81-15 164 St,11432,3810,7,72,,98,,,,91,57,1265,1265,24,25,107,2022,4070240032,1038656,201490,L
3861030100,1,MN,101,MANHATTAN COMMUNITY DISTRICT 1,68,7,ASSN F/HELP OF RETARDED CHILD.,83 Maiden Lane,10038,3804,7,72,,98,,,,91,57,15.02,1502,1,2,1,7700,1000680007,982209,197051,L
3761030103,3,BK,307,BROOKLYN COMMUNITY DISTRICT 7,5320,46,ASSN F/HELP OF RETARDED CHILD.,81 Ocean Pkwy,11218,3703,7,71,7,2,,,,91,57,504,504,39,15,72,5310,3053200046,991353,175640,R
3761030108,3,BK,312,BROOKLYN COMMUNITY DISTRICT 12,5374,7501,ASSN F/HELP OF RETARDED CHILD.,400 Ocean Pkwy,11218,3703,7,71,20,2,,,,91,57,488,488,39,20,66,7000,3053747501,991476,172136,R
3861030200,1,MN,101,MANHATTAN COMMUNITY DISTRICT 1,68,7,ASSN F/HELP OF RETARDED CHILD.,83 Maiden Lane,10038,3810,7,72,,98,,,,91,57,15.02,1502,1,2,1,7700,1000680007,982209,197051,L
3861050340,2,BX,210,BRONX COMMUNITY DISTRICT 10,3834,81,ASSN F/HELP OF RETARDED CHILD.,2300 Westchester Ave,10462,3802,7,72,,98,,,,91,57,96,96,18,11,45,1320,2038340081,1026410,243641,L
3861050341,3,BK,306,BROOKLYN COMMUNITY DISTRICT 6,472,1,ASSN F/HELP OF RETARDED CHILD.,477 Court St,11231,3802,7,72,,98,,,,91,57,77,77,39,15,76,2500,3004720001,984775,185801,L
3861050344,4,QN,405,QUEENS COMMUNITY DISTRICT 5,3492,7,ASSN F/HELP OF RETARDED CHILD.,62-85 Forest Ave,11385,3802,7,72,,98,,,,91,57,595,595,30,24,104,1600,4034920007,1010643,198468,L
3861050345,4,QN,408,QUEENS COMMUNITY DISTRICT 8,6749,1,ASSN F/HELP OF RETARDED CHILD.,157-16 65 Ave,11367,3802,7,72,,98,,,,91,57,1227.02,122702,24,25,107,2021,4067490001,1036663,207767,L
3861050346,3,BK,318,BROOKLYN COMMUNITY DISTRICT 18,8393,1,ASSN F/HELP OF RETARDED CHILD.,7103 Ave T,11234,3802,7,72,,98,,,,91,57,696.02,69602,46,22,63,8822,3083930001,1009366,166067,L
3861050347,4,QN,401,QUEENS COMMUNITY DISTRICT 1,510,20,ASSN F/HELP OF RETARDED CHILD.,27-07 8 St,11102,3802,7,72,,98,,,,91,57,83,83,22,30,114,300,4005100020,1003205,221119,L
3861050348,2,BX,211,BRONX COMMUNITY DISTRICT 11,4349,1,ASSN F/HELP OF RETARDED CHILD.,2280 Wallace Ave,10467,3802,7,72,,98,,,,91,57,328,328,13,11,49,810,2043490001,1022086,252189,L
3761050350,5,SI,503,STATEN ISLAND COMMUNITY DISTRICT 3,6249,502,ASSN F/HELP OF RETARDED CHILD.,5 E Tenafly Ave,10312,3703,7,71,5,2,,,,91,57,170.05,17005,51,31,123,800,5062490502,934662,135974,R
3761050361,4,QN,413,QUEENS COMMUNITY DISTRICT 13,7954,1,ASSN F/HELP OF RETARDED CHILD.,233-04 87 Ave,11427,3703,7,71,6,2,,,,91,57,1621,1621,23,26,105,2160,4079540001,1057371,205656,R
3761050362,1,MN,107,MANHATTAN COMMUNITY DISTRICT 7,1243,7501,ASSN F/HELP OF RETARDED CHILD.,215 W 95 St,10025,3703,7,71,7,2,,,,91,57,183,183,6,3,24,3110,1012437501,992088,228560,R
3861050363,2,BX,210,BRONX COMMUNITY DISTRICT 10,3838,318,ASSN F/HELP OF RETARDED CHILD.,1420 Ferris Pl,10461,3802,7,72,7,6,,,,91,57,96,96,13,11,45,1320,2038380318,1028207,245248,L
3861050364,2,BX,210,BRONX COMMUNITY DISTRICT 10,3838,318,ASSN F/HELP OF RETARDED CHILD.,1420 Ferris Pl,10461,3805,7,72,34,6,,,,91,57,96,96,13,11,45,1320,2038380318,1028207,245248,L
3861050365,2,BX,212,BRONX COMMUNITY DISTRICT 12,5035,34,ASSN F/HELP OF RETARDED CHILD.,4377 Bronx Bl,10466,3805,7,72,54,6,,,,91,57,418,418,11,11,47,510,2050350034,1023357,267036,L
3861050366,1,MN,111,MANHATTAN COMMUNITY DISTRICT 11,1774,17,ASSN F/HELP OF RETARDED CHILD.,2080 Lexington Ave,10035,3805,7,72,122,6,,,,91,57,196,196,9,5,25,1600,1017740017,1001544,232479,L
3861050367,1,MN,102,MANHATTAN COMMUNITY DISTRICT 2,520,1,ASSN F/HELP OF RETARDED CHILD.,200 Varick St,10014,3805,7,72,195,6,,,,91,57,37,37,3,2,1,6800,1005200001,982942,204623,L
3861050368,3,BK,315,BROOKLYN COMMUNITY DISTRICT 15,7462,7501,ASSN F/HELP OF RETARDED CHILD.,2615 E 17 St,11235,3805,7,72,75,6,,,,91,57,600,600,48,22,61,8721,3074627501,997566,153422,L
3861050369,3,BK,318,BROOKLYN COMMUNITY DISTRICT 18,8147,6,ASSN F/HELP OF RETARDED CHILD.,1329 Rockaway Pkwy,11236,3805,7,72,68,6,,,,91,57,1098,1098,42,18,69,7520,3081470006,1010832,175096,L
3861050370,4,QN,414,QUEENS COMMUNITY DISTRICT 14,15731,22,ASSN F/HELP OF RETARDED CHILD.,23-55 Healy Ave,11691,3805,7,72,48,6,,,,91,57,1008.02,100802,31,27,101,3800,4157310022,1050551,159641,L
