summary_level,soc_code,title,employment_2013,employment_2015,change_net,change_percent,annual_avg_openings_total,annual_avg_openings_growth,annual_avg_openings_replacement,annual_wages_2013_mean,annual_wages_2013_median,annual_wages_2013_entry,annual_wages_2013_experienced,typical_entry_education,work_experience,training_needed
4,13-1199,"Business Operations Specialists, All Other",2940,3000,60,0.020408163,70,30,40,76970,71930,47900,91510,High school diploma or equivalent,None,None
3,13-2000,Financial Specialists,25210,25740,530,0.021023403,940,300,640,n/a,n/a,n/a,n/a, , , 
4,13-2011,Accountants and Auditors,13620,14080,460,0.033773862,620,230,390,85750,79600,55310,100970,Bachelor's degree,None,None
4,13-2021,Appraisers and Assessors of Real Estate,750,760,10,0.013333333,10,0,10,73020,67370,43630,87710,Bachelor's degree,None,Long-term on-the-job training
4,13-2031,Budget Analysts,210,210,0,0,10,0,10,78190,74060,55120,89720,Bachelor's degree,None,None
4,13-2041,Credit Analysts,430,440,10,0.023255814,10,0,10,80170,72030,45380,97570,Bachelor's degree,None,None
4,13-2051,Financial Analysts,1780,1820,40,0.02247191,60,20,40,81780,73050,49090,98120,Bachelor's degree,None,None
4,13-2052,Personal Financial Advisors,1840,1880,40,0.02173913,50,20,30,107490,92850,42710,139880,Bachelor's degree,None,None
4,13-2053,Insurance Underwriters,1310,1280,-30,-0.022900763,30,0,30,83120,73230,47130,101120,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2071,Credit Counselors,160,160,0,0,0,0,0,52150,46100,36230,60110,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2072,Loan Officers,2210,2220,10,0.004524887,40,0,40,83360,72930,51080,99500,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2081,"Tax Examiners and Collectors, and Revenue Agents",1510,1490,-20,-0.013245033,50,0,50,58780,54750,42880,66720,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2082,Tax Preparers,590,610,20,0.033898305,20,10,10,70630,65200,37550,87170,High school diploma or equivalent,None,Moderate-term on-the-job training
4,13-2099,"Financial Specialists, All Other",720,730,10,0.013888889,10,0,10,60820,55180,42350,70050,Bachelor's degree,None,Moderate-term on-the-job training
2,15-0000,Computer and Mathematical Occupations,22270,22470,200,0.008980692,450,120,330,80210,74360,46510,97060, , , 
3,15-1100,Computer Occupations,21850,22050,200,0.009153318,440,120,320,n/a,n/a,n/a,n/a, , , 
4,15-1121,Computer Systems Analysts,2320,2380,60,0.025862069,60,30,30,80850,75480,52070,95230,Bachelor's degree,None,None
4,15-1122,Information Security Analysts,410,420,10,0.024390244,20,10,10,105720,106770,66850,125160,Bachelor's degree,Less than 5 years,None
4,15-1131,Computer Programmers,2690,2660,-30,-0.011152416,70,0,70,81090,80530,53500,94880,Bachelor's degree,None,None
4,15-1132,"Software Developers, Applications",2950,2970,20,0.006779661,40,10,30,97630,93080,59850,116520,Bachelor's degree,None,None
4,15-1133,"Software Developers, Systems Software",2370,2370,0,0,30,0,30,93260,87450,51330,114220,Bachelor's degree,None,None
4,15-1134,Web Developers,1120,1130,10,0.008928571,30,10,20,69370,61870,41090,83510,Associate's degree,None,None
4,15-1141,Database Administrators,830,850,20,0.024096386,20,10,10,82150,80500,49470,98490,Bachelor's degree,Less than 5 years,None
4,15-1142,Network and Computer Systems Administrators,2790,2810,20,0.007168459,50,10,40,81990,77570,53970,96000,Bachelor's degree,None,None
4,15-1143,Computer Network Architects,530,530,0,0,10,0,10,96690,95330,64140,112970,Bachelor's degree,5 years or more,None
4,15-1151,Computer User Support Specialists,4260,4350,90,0.021126761,100,40,60,54860,51880,36770,63900,"Some college, no degree",None,Moderate-term on-the-job training
4,15-1152,Computer Network Support Specialists,1170,1170,0,0,20,0,20,77130,64730,43980,93700,Associate's degree,None,None
4,15-1199,"Computer Occupations, All Other",350,350,0,0,10,0,10,80210,79530,51690,94470,Bachelor's degree,None,None
3,15-2000,Mathematical Science Occupations,410,420,10,0.024390244,20,10,10,n/a,n/a,n/a,n/a, , , 
4,15-2031,Operations Research Analysts,170,170,0,0,0,0,0,64080,54090,40410,75920,Bachelor's degree,None,None
4,15-2041,Statisticians,130,140,10,0.076923077,0,0,0,66930,64520,53730,73520,Master's degree,None,None
2,17-0000,Architecture and Engineering Occupations,14570,14660,90,0.006177076,400,80,320,81980,76890,48790,98580, , , 
3,17-1000,"Architects, Surveyors, and Cartographers",1430,1460,30,0.020979021,50,20,30,n/a,n/a,n/a,n/a, , , 
4,17-1011,"Architects, Except Landscape and Naval",770,800,30,0.038961039,30,10,20,82310,74900,52160,97380,Bachelor's degree,None,Internship/residency
4,17-1022,Surveyors,350,360,10,0.028571429,10,0,10,79220,75950,56090,90790,Bachelor's degree,Less than 5 years,None
3,17-2000,Engineers,8200,8260,60,0.007317073,260,50,210,n/a,n/a,n/a,n/a, , , 
4,17-2051,Civil Engineers,1950,2020,70,0.035897436,80,40,40,95080,89390,63990,110620,Bachelor's degree,None,None
4,17-2061,Computer Hardware Engineers,380,370,-10,-0.026315789,10,0,10,116100,112210,82170,133070,Bachelor's degree,None,None
4,17-2071,Electrical Engineers,1330,1320,-10,-0.007518797,30,0,30,100210,97140,67170,116740,Bachelor's degree,None,None
4,17-2072,"Electronics Engineers, Except Computer",670,670,0,0,10,0,10,93690,88850,58460,111300,Bachelor's degree,None,None
4,17-2081,Environmental Engineers,490,500,10,0.020408163,20,10,10,93310,89550,66890,106530,Bachelor's degree,None,None
4,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",150,150,0,0,0,0,0,101510,105380,70370,117080,Bachelor's degree,None,None
4,17-2112,Industrial Engineers,1190,1190,0,0,30,0,30,87780,86540,62990,100180,Bachelor's degree,None,None
4,17-2141,Mechanical Engineers,1450,1440,-10,-0.006896552,50,0,50,98240,98550,60060,117330,Bachelor's degree,None,None
4,17-2199,"Engineers, All Other",280,280,0,0,0,0,0,93940,96030,60490,110670,Bachelor's degree,None,None
3,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",4950,4940,-10,-0.002020202,100,10,90,n/a,n/a,n/a,n/a, , , 
4,17-3011,Architectural and Civil Drafters,860,860,0,0,10,0,10,54930,49730,35750,64530,Associate's degree,None,None
4,17-3012,Electrical and Electronics Drafters,310,310,0,0,0,0,0,64510,60480,46460,73540,Associate's degree,None,None
4,17-3013,Mechanical Drafters,330,330,0,0,0,0,0,67030,66420,45170,77950,Associate's degree,None,None
4,17-3019,"Drafters, All Other",120,120,0,0,0,0,0,57050,53210,37950,66600,Associate's degree,None,None
4,17-3021,Aerospace Engineering and Operations Technicians,210,210,0,0,0,0,0,43700,31430,28200,51450,Associate's degree,None,None
4,17-3022,Civil Engineering Technicians,330,330,0,0,10,0,10,60770,61160,42100,70100,Associate's degree,None,None
4,17-3023,Electrical and Electronics Engineering Technicians,1330,1320,-10,-0.007518797,30,0,30,59180,58250,41930,67800,Associate's degree,None,None
4,17-3025,Environmental Engineering Technicians,250,260,10,0.04,20,10,10,56980,54350,38450,66240,Associate's degree,None,None
4,17-3026,Industrial Engineering Technicians,260,250,-10,-0.038461538,10,0,10,51680,49550,33790,60630,Associate's degree,None,None
4,17-3027,Mechanical Engineering Technicians,340,340,0,0,10,0,10,67310,68300,45130,78390,Associate's degree,None,None
4,17-3029,"Engineering Technicians, Except Drafters, All Other",140,140,0,0,0,0,0,57500,55890,47000,62740,Associate's degree,None,None
2,19-0000,"Life, Physical, and Social Science Occupations",10720,11040,320,0.029850746,490,170,320,67660,59660,28920,87030, , , 
3,19-1000,Life Scientists,1930,1990,60,0.031088083,80,30,50,n/a,n/a,n/a,n/a, , , 
4,19-1021,Biochemists and Biophysicists,280,300,20,0.071428571,20,10,10,73860,58150,41780,89910,Doctoral or professional degree,None,None
4,19-1022,Microbiologists,400,410,10,0.025,20,10,10,67050,55740,42490,79340,Bachelor's degree,None,None
4,19-1042,"Medical Scientists, Except Epidemiologists",1000,1020,20,0.02,30,10,20,80430,66490,47850,96730,Doctoral or professional degree,None,None
3,19-2000,Physical Scientists,2210,2280,70,0.031674208,90,30,60,n/a,n/a,n/a,n/a, , , 
4,19-2031,Chemists,850,890,40,0.047058824,40,20,20,70610,64310,47060,82380,Bachelor's degree,None,None
4,19-2041,"Environmental Scientists and Specialists, Including Health",460,470,10,0.02173913,20,10,10,67240,58730,37340,82190,Bachelor's degree,None,None
4,19-2099,"Physical Scientists, All Other",110,110,0,0,0,0,0,92720,90350,56930,110610,Bachelor's degree,None,None
3,19-3000,Social Scientists and Related Workers,3130,3190,60,0.019169329,120,30,90,n/a,n/a,n/a,n/a, , , 
4,19-3031,"Clinical, Counseling, and School Psychologists",2000,2020,20,0.01,70,10,60,98430,93420,70300,112490,Doctoral or professional degree,None,Internship/residency
4,19-3032,Industrial-Organizational Psychologists,360,390,30,0.083333333,30,20,10,n/a,n/a,n/a,n/a,Master's degree,None,Internship/residency
4,19-3039,"Psychologists, All Other",400,410,10,0.025,10,0,10,95250,102890,64610,110560,Master's degree,None,Internship/residency
3,19-4000,"Life, Physical, and Social Science Technicians",3440,3580,140,0.040697674,210,80,130,n/a,n/a,n/a,n/a, , , 
4,19-4021,Biological Technicians,260,260,0,0,10,0,10,41650,37050,27220,48870,Bachelor's degree,None,None
4,19-4031,Chemical Technicians,590,620,30,0.050847458,30,10,20,41690,40430,29440,47810,Associate's degree,None,Moderate-term on-the-job training
4,19-4061,Social Science Research Assistants,1930,2040,110,0.056994819,130,50,80,27130,19250,16720,32340,Associate's degree,None,None
4,19-4091,"Environmental Science and Protection Technicians, Including Health",310,320,10,0.032258065,20,10,10,55290,55740,41580,62150,Associate's degree,None,None
4,19-4099,"Life, Physical, and Social Science Technicians, All Other",260,270,10,0.038461538,10,0,10,47780,42710,29730,56800,Associate's degree,None,None
2,21-0000,Community and Social Service Occupations,18370,18820,450,0.024496462,630,230,400,54130,49840,28890,66750, , , 
3,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",16300,16690,390,0.02392638,550,200,350,n/a,n/a,n/a,n/a, , , 
4,21-1011,Substance Abuse and Behavioral Disorder Counselors,980,1010,30,0.030612245,30,10,20,51230,45710,33320,60180,High school diploma or equivalent,None,Moderate-term on-the-job training
4,21-1012,"Educational, Guidance, School, and Vocational Counselors",2620,2670,50,0.019083969,80,30,50,72230,70410,37320,89680,Master's degree,None,None
4,21-1014,Mental Health Counselors,710,730,20,0.028169014,20,10,10,39870,35300,26830,46390,Master's degree,None,Internship/residency
4,21-1015,Rehabilitation Counselors,1060,1090,30,0.028301887,30,10,20,47590,45320,31670,55550,Master's degree,None,None
4,21-1019,"Counselors, All Other",280,300,20,0.071428571,20,10,10,39060,36100,32230,42470,Master's degree,None,None
4,21-1021,"Child, Family, and School Social Workers",1740,1780,40,0.022988506,60,20,40,68320,60620,40520,82220,Bachelor's degree,None,None
4,21-1022,Healthcare Social Workers,1460,1520,60,0.04109589,60,30,30,58080,56360,42850,65700,Master's degree,None,None
4,21-1023,Mental Health and Substance Abuse Social Workers,1620,1660,40,0.024691358,50,20,30,54460,52480,35920,63730,Bachelor's degree,None,None
4,21-1029,"Social Workers, All Other",1270,1280,10,0.007874016,30,0,30,66060,66900,50060,74060,Bachelor's degree,None,None
4,21-1091,Health Educators,560,570,10,0.017857143,20,10,10,42840,37690,22160,53180,Bachelor's degree,None,None
4,21-1092,Probation Officers and Correctional Treatment Specialists,560,550,-10,-0.017857143,10,0,10,75290,76860,60360,82750,Bachelor's degree,None,Short-term on-the-job training
4,21-1093,Social and Human Service Assistants,2650,2720,70,0.026415094,100,40,60,34320,32090,20470,41240,High school diploma or equivalent,None,Short-term on-the-job training
4,21-1099,"Community and Social Service Specialists, All Other",620,630,10,0.016129032,30,10,20,49370,52690,21840,63130,Master's degree,None,None
3,21-2000,Religious Workers,2080,2120,40,0.019230769,70,20,50,n/a,n/a,n/a,n/a, , , 
4,21-2011,Clergy,1190,1220,30,0.025210084,30,10,20,49180,43760,23020,62260,Bachelor's degree,None,Moderate-term on-the-job training
4,21-2021,"Directors, Religious Activities and Education",750,760,10,0.013333333,30,10,20,35910,31920,17800,44970,Bachelor's degree,Less than 5 years,None
4,21-2099,"Religious Workers, All Other",140,150,10,0.071428571,0,0,0,24250,22940,16940,27900,Bachelor's degree,None,None
2,23-0000,Legal Occupations,13050,13540,490,0.037547893,440,250,190,100200,79380,47440,126580, , , 
3,23-1000,"Lawyers, Judges, and Related Workers",9220,9520,300,0.032537961,290,150,140,n/a,n/a,n/a,n/a, , , 
4,23-1011,Lawyers,7060,7350,290,0.041076487,240,140,100,123200,101930,62120,153740,Doctoral or professional degree,None,None
4,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",870,870,0,0,10,0,10,94180,86610,76900,102820,Doctoral or professional degree,Less than 5 years,Short-term on-the-job training
4,23-1023,"Judges, Magistrate Judges, and Magistrates",200,200,0,0,0,0,0,131130,135790,121680,135860,Doctoral or professional degree,5 years or more,Short-term on-the-job training
3,23-2000,Legal Support Workers,3830,4020,190,0.049608355,150,90,60,n/a,n/a,n/a,n/a, , , 
4,23-2011,Paralegals and Legal Assistants,2080,2200,120,0.057692308,90,60,30,58010,55810,38160,67930,Associate's degree,None,None
4,23-2091,Court Reporters,280,280,0,0,0,0,0,88350,91930,64700,100170,Postsecondary non-degree award,None,Short-term on-the-job training
4,23-2093,"Title Examiners, Abstractors, and Searchers",1230,1290,60,0.048780488,50,30,20,47720,43340,33300,54930,High school diploma or equivalent,None,Short-term on-the-job training
4,23-2099,"Legal Support Workers, All Other",250,250,0,0,0,0,0,65820,59890,47940,74760,High school diploma or equivalent,None,Short-term on-the-job training
2,25-0000,"Education, Training, and Library Occupations",112580,113880,1300,0.011547344,2990,660,2330,65750,58040,26290,85490, , , 
3,25-1000,Postsecondary Teachers,11620,11830,210,0.018072289,270,110,160,n/a,n/a,n/a,n/a, , , 
4,25-1011,"Business Teachers, Postsecondary",670,680,10,0.014925373,20,10,10,82230,70140,44750,100970,Doctoral or professional degree,None,None
4,25-1021,"Computer Science Teachers, Postsecondary",210,210,0,0,0,0,0,85750,72050,43670,106790,Doctoral or professional degree,None,None
4,25-1022,"Mathematical Science Teachers, Postsecondary",540,550,10,0.018518519,10,0,10,69450,57200,43340,82510,Doctoral or professional degree,None,None
4,25-1032,"Engineering Teachers, Postsecondary",510,510,0,0,10,0,10,93860,79840,53020,114290,Doctoral or professional degree,None,None
4,25-1042,"Biological Science Teachers, Postsecondary",360,370,10,0.027777778,10,0,10,64640,56470,43560,75180,Doctoral or professional degree,None,None
4,25-1052,"Chemistry Teachers, Postsecondary",280,280,0,0,0,0,0,81480,67460,47990,98230,Doctoral or professional degree,None,None
4,25-1054,"Physics Teachers, Postsecondary",150,150,0,0,0,0,0,93800,78080,47530,116930,Doctoral or professional degree,None,None
4,25-1063,"Economics Teachers, Postsecondary",110,110,0,0,0,0,0,85440,73940,55380,100480,Doctoral or professional degree,None,None
4,25-1066,"Psychology Teachers, Postsecondary",310,310,0,0,0,0,0,81710,79400,52890,96120,Doctoral or professional degree,None,None
4,25-1069,"Social Sciences Teachers, Postsecondary, All Other",150,150,0,0,0,0,0,67350,61400,48760,76640,Doctoral or professional degree,None,None
4,25-1071,"Health Specialties Teachers, Postsecondary",1100,1160,60,0.054545455,50,30,20,124170,95260,53270,159620,Doctoral or professional degree,Less than 5 years,None
4,25-1072,"Nursing Instructors and Teachers, Postsecondary",450,470,20,0.044444444,20,10,10,71500,68300,47800,83350,Master's degree,Less than 5 years,None
4,25-1081,"Education Teachers, Postsecondary",630,640,10,0.015873016,10,0,10,66610,61140,45900,76970,Doctoral or professional degree,None,None
4,25-1082,"Library Science Teachers, Postsecondary",110,110,0,0,0,0,0,87490,86680,58210,102130,Doctoral or professional degree,None,None
4,25-1121,"Art, Drama, and Music Teachers, Postsecondary",670,680,10,0.014925373,10,0,10,71800,65790,48970,83210,Master's degree,None,None
4,25-1122,"Communications Teachers, Postsecondary",300,300,0,0,0,0,0,66330,61220,43710,77640,Doctoral or professional degree,None,None
4,25-1123,"English Language and Literature Teachers, Postsecondary",820,830,10,0.012195122,20,10,10,67260,60430,43780,79000,Doctoral or professional degree,None,None
4,25-1124,"Foreign Language and Literature Teachers, Postsecondary",250,250,0,0,0,0,0,64130,61170,45300,73540,Doctoral or professional degree,None,None
4,25-1126,"Philosophy and Religion Teachers, Postsecondary",130,130,0,0,0,0,0,74520,71250,47260,88150,Doctoral or professional degree,None,None
4,25-1194,"Vocational Education Teachers, Postsecondary",620,640,20,0.032258065,20,10,10,55460,48560,35010,65690,Bachelor's degree,Less than 5 years,None
4,25-1199,"Postsecondary Teachers, All Other",1860,1890,30,0.016129032,40,10,30,107420,97490,54450,133910,Doctoral or professional degree,None,None
3,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",50560,51100,540,0.01068038,1430,270,1160,n/a,n/a,n/a,n/a, , , 
4,25-2011,"Preschool Teachers, Except Special Education",5150,5260,110,0.021359223,200,60,140,31880,26840,21030,37310,Associate's degree,None,None
4,25-2012,"Kindergarten Teachers, Except Special Education",1370,1390,20,0.01459854,50,10,40,95400,98960,64250,110970,Bachelor's degree,None,Internship/residency
4,25-2021,"Elementary School Teachers, Except Special Education",13320,13510,190,0.014264264,390,100,290,96720,100660,66990,111580,Bachelor's degree,None,Internship/residency
4,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",7600,7710,110,0.014473684,220,60,160,95340,95110,69750,108140,Bachelor's degree,None,Internship/residency
4,25-2023,"Career/Technical Education Teachers, Middle School",330,330,0,0,10,0,10,94680,94060,62040,111010,Bachelor's degree,Less than 5 years,Internship/residency
4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",12500,12520,20,0.0016,350,10,340,92700,94000,66730,105690,Bachelor's degree,None,Internship/residency
4,25-2032,"Career/Technical Education Teachers, Secondary School",1200,1200,0,0,30,0,30,90560,90860,63240,104220,Bachelor's degree,Less than 5 years,Internship/residency
4,25-2051,"Special Education Teachers, Preschool",1160,1200,40,0.034482759,40,20,20,69200,62130,39040,84290,Bachelor's degree,None,Internship/residency
4,25-2052,"Special Education Teachers, Kindergarten and Elementary School",3360,3400,40,0.011904762,70,20,50,91090,93210,58790,107240,Bachelor's degree,None,Internship/residency
4,25-2053,"Special Education Teachers, Middle School",1700,1700,0,0,30,0,30,93840,92320,65520,108010,Bachelor's degree,None,Internship/residency
4,25-2054,"Special Education Teachers, Secondary School",2780,2780,0,0,50,0,50,95060,97210,67100,109050,Bachelor's degree,None,Internship/residency
4,25-2059,"Special Education Teachers, All Other",100,110,10,0.1,0,0,0,62870,60690,39340,74630,Bachelor's degree,None,Internship/residency
3,25-3000,Other Teachers and Instructors,20170,20440,270,0.013386217,470,140,330,n/a,n/a,n/a,n/a, , , 
4,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,2510,2510,0,0,40,0,40,71260,70060,45470,84150,Bachelor's degree,None,Internship/residency
4,25-3021,Self-Enrichment Education Teachers,5390,5560,170,0.031539889,170,80,90,38450,34810,21280,47030,High school diploma or equivalent,Less than 5 years,None
4,25-3098,Substitute Teachers,9330,9340,10,0.001071811,160,10,150,37620,36680,28120,42370,Bachelor's degree,None,Internship/residency
4,25-3099,"Teachers and Instructors, All Other",2950,3040,90,0.030508475,90,40,50,40910,27890,17930,52410,Bachelor's degree,None,Internship/residency
3,25-4000,"Librarians, Curators, and Archivists",4620,4630,10,0.002164502,170,0,170,n/a,n/a,n/a,n/a, , , 
4,25-4021,Librarians,2870,2870,0,0,70,0,70,73350,68110,51200,84430,Master's degree,None,None
4,25-4031,Library Technicians,1680,1670,-10,-0.005952381,100,0,100,29440,24780,17200,35560,Postsecondary non-degree award,None,None
3,25-9000,"Other Education, Training, and Library Occupations",25600,25880,280,0.0109375,660,140,520,n/a,n/a,n/a,n/a, , , 
4,25-9031,Instructional Coordinators,1420,1470,50,0.035211268,40,30,10,75450,68910,43970,91180,Master's degree,5 years or more,None
4,25-9041,Teacher Assistants,24040,24260,220,0.009151414,620,110,510,28550,26520,18590,33530,"Some college, no degree",None,None
