summary_level,soc_code,title,employment_2013,employment_2015,change_net,change_percent,annual_avg_openings_total,annual_avg_openings_growth,annual_avg_openings_replacement,annual_wages_2013_mean,annual_wages_2013_median,annual_wages_2013_entry,annual_wages_2013_experienced,typical_entry_education,work_experience,training_needed
3,13-1000,Business Operations Specialists,4510,4520,10,0.002217295,110,30,80,n/a,n/a,n/a,n/a, , , 
4,13-1022,"Wholesale and Retail Buyers, Except Farm Products",100,100,0,0,0,0,0,46050,42830,32480,52840,High school diploma or equivalent,None,Long-term on-the-job training
4,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",320,320,0,0,10,0,10,61300,56280,39490,72200,High school diploma or equivalent,None,Long-term on-the-job training
4,13-1031,"Claims Adjusters, Examiners, and Investigators",960,940,-20,-0.020833333,20,0,20,49370,41450,32910,57600,High school diploma or equivalent,None,Long-term on-the-job training
4,13-1041,Compliance Officers,360,360,0,0,10,0,10,53590,50620,39980,60400,Bachelor's degree,None,Moderate-term on-the-job training
4,13-1051,Cost Estimators,230,230,0,0,10,0,10,50250,47110,28920,60910,Bachelor's degree,None,None
4,13-1071,Human Resources Specialists,340,330,-10,-0.029411765,10,0,10,49170,45160,31380,58070,Bachelor's degree,None,None
4,13-1075,Labor Relations Specialists,110,110,0,0,0,0,0,66610,58490,43790,78020,Bachelor's degree,None,None
4,13-1081,Logisticians,90,90,0,0,0,0,0,61420,58000,45670,69300,Bachelor's degree,None,None
4,13-1111,Management Analysts,500,510,10,0.02,10,0,10,62260,57990,45450,70670,Bachelor's degree,Less than 5 years,None
4,13-1121,"Meeting, Convention, and Event Planners",80,80,0,0,0,0,0,40990,37210,29580,46700,Bachelor's degree,None,None
4,13-1131,Fundraisers,120,120,0,0,0,0,0,48660,44980,33260,56350,Bachelor's degree,None,None
4,13-1141,"Compensation, Benefits, and Job Analysis Specialists",120,120,0,0,0,0,0,57210,51500,36140,67740,Bachelor's degree,None,None
4,13-1151,Training and Development Specialists,440,440,0,0,10,0,10,48610,47380,29580,58130,Bachelor's degree,Less than 5 years,None
4,13-1161,Market Research Analysts and Marketing Specialists,390,400,10,0.025641026,20,10,10,56860,52670,34160,68200,Bachelor's degree,None,None
4,13-1199,"Business Operations Specialists, All Other",290,290,0,0,0,0,0,60280,57620,36940,71950,High school diploma or equivalent,None,None
3,13-2000,Financial Specialists,2770,2790,20,0.007220217,90,20,70,n/a,n/a,n/a,n/a, , , 
4,13-2011,Accountants and Auditors,1450,1480,30,0.020689655,50,10,40,64050,60260,43320,74420,Bachelor's degree,None,None
4,13-2021,Appraisers and Assessors of Real Estate,180,180,0,0,0,0,0,55000,55480,45090,59960,Bachelor's degree,None,Long-term on-the-job training
4,13-2051,Financial Analysts,150,150,0,0,0,0,0,80900,63580,46010,98340,Bachelor's degree,None,None
4,13-2052,Personal Financial Advisors,130,130,0,0,0,0,0,83500,60830,40530,104980,Bachelor's degree,None,None
4,13-2053,Insurance Underwriters,310,290,-20,-0.064516129,10,0,10,59140,54050,39560,68930,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2072,Loan Officers,130,130,0,0,0,0,0,63810,59890,49590,70920,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2081,"Tax Examiners and Collectors, and Revenue Agents",80,80,0,0,0,0,0,54160,51870,39690,61400,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2082,Tax Preparers,110,110,0,0,0,0,0,34890,31290,21540,41570,High school diploma or equivalent,None,Moderate-term on-the-job training
4,13-2099,"Financial Specialists, All Other",110,110,0,0,0,0,0,61120,61850,43280,70040,Bachelor's degree,None,Moderate-term on-the-job training
2,15-0000,Computer and Mathematical Occupations,2990,2980,-10,-0.003344482,50,10,40,64920,59800,38670,78050, , , 
3,15-1100,Computer Occupations,2880,2860,-20,-0.006944444,50,10,40,n/a,n/a,n/a,n/a, , , 
4,15-1111,Computer and Information Research Scientists,120,120,0,0,0,0,0,97470,91770,75900,108260,Doctoral or professional degree,None,None
4,15-1121,Computer Systems Analysts,370,380,10,0.027027027,20,10,10,62150,58420,41620,72410,Bachelor's degree,None,None
4,15-1131,Computer Programmers,390,380,-10,-0.025641026,10,0,10,61330,59800,38930,72530,Bachelor's degree,None,None
4,15-1132,"Software Developers, Applications",350,350,0,0,0,0,0,76110,71430,51070,88640,Bachelor's degree,None,None
4,15-1134,Web Developers,130,130,0,0,0,0,0,55490,56510,27770,69350,Associate's degree,None,None
4,15-1141,Database Administrators,110,110,0,0,0,0,0,58300,51010,38200,68350,Bachelor's degree,Less than 5 years,None
4,15-1142,Network and Computer Systems Administrators,320,320,0,0,0,0,0,65570,62280,46640,75040,Bachelor's degree,None,None
4,15-1143,Computer Network Architects,50,50,0,0,0,0,0,99360,87500,57170,120460,Bachelor's degree,5 years or more,None
4,15-1151,Computer User Support Specialists,670,680,10,0.014925373,10,0,10,45730,44810,30260,53470,"Some college, no degree",None,Moderate-term on-the-job training
4,15-1152,Computer Network Support Specialists,120,120,0,0,0,0,0,54760,50940,38530,62870,Associate's degree,None,None
3,15-2000,Mathematical Science Occupations,120,120,0,0,0,0,0,n/a,n/a,n/a,n/a, , , 
4,15-2031,Operations Research Analysts,80,80,0,0,0,0,0,63850,60550,41850,74850,Bachelor's degree,None,None
2,17-0000,Architecture and Engineering Occupations,1980,1990,10,0.005050505,50,10,40,71250,65890,40220,86770, , , 
3,17-1000,"Architects, Surveyors, and Cartographers",120,120,0,0,0,0,0,n/a,n/a,n/a,n/a, , , 
4,17-1011,"Architects, Except Landscape and Naval",60,60,0,0,0,0,0,69300,63710,52370,77760,Bachelor's degree,None,Internship/residency
3,17-2000,Engineers,1200,1200,0,0,30,0,30,n/a,n/a,n/a,n/a, , , 
4,17-2051,Civil Engineers,250,250,0,0,10,0,10,74740,72680,64580,79810,Bachelor's degree,None,None
4,17-2061,Computer Hardware Engineers,90,90,0,0,0,0,0,108790,113250,71340,127510,Bachelor's degree,None,None
4,17-2071,Electrical Engineers,110,110,0,0,0,0,0,96810,90250,59940,115240,Bachelor's degree,None,None
4,17-2072,"Electronics Engineers, Except Computer",280,280,0,0,10,0,10,104260,110030,67410,122680,Bachelor's degree,None,None
4,17-2112,Industrial Engineers,200,200,0,0,10,0,10,77500,67130,47420,92540,Bachelor's degree,None,None
4,17-2141,Mechanical Engineers,160,160,0,0,10,0,10,70810,69940,53610,79420,Bachelor's degree,None,None
3,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",660,670,10,0.015151515,20,10,10,n/a,n/a,n/a,n/a, , , 
4,17-3013,Mechanical Drafters,70,70,0,0,0,0,0,47780,45720,35140,54100,Associate's degree,None,None
4,17-3023,Electrical and Electronics Engineering Technicians,210,210,0,0,0,0,0,46570,47550,23610,58040,Associate's degree,None,None
4,17-3026,Industrial Engineering Technicians,60,60,0,0,0,0,0,48730,45720,36370,54900,Associate's degree,None,None
4,17-3029,"Engineering Technicians, Except Drafters, All Other",70,70,0,0,0,0,0,47560,48150,36640,53030,Associate's degree,None,None
4,17-3031,Surveying and Mapping Technicians,70,70,0,0,0,0,0,38510,35990,28890,43320,High school diploma or equivalent,None,Moderate-term on-the-job training
2,19-0000,"Life, Physical, and Social Science Occupations",1100,1120,20,0.018181818,40,10,30,58990,54740,31010,72970, , , 
3,19-1000,Life Scientists,150,150,0,0,0,0,0,n/a,n/a,n/a,n/a, , , 
4,19-1031,Conservation Scientists,60,60,0,0,0,0,0,59640,58220,54760,62080,Bachelor's degree,None,None
3,19-2000,Physical Scientists,110,120,10,0.090909091,0,0,0,n/a,n/a,n/a,n/a, , , 
3,19-3000,Social Scientists and Related Workers,530,550,20,0.037735849,20,10,10,n/a,n/a,n/a,n/a, , , 
4,19-3031,"Clinical, Counseling, and School Psychologists",320,320,0,0,10,0,10,77170,75550,50830,90340,Doctoral or professional degree,None,Internship/residency
4,19-3093,Historians,50,50,0,0,0,0,0,31830,30170,27630,33940,Master's degree,None,None
3,19-4000,"Life, Physical, and Social Science Technicians",310,310,0,0,10,0,10,n/a,n/a,n/a,n/a, , , 
4,19-4061,Social Science Research Assistants,90,90,0,0,0,0,0,22010,18650,17340,24340,Associate's degree,None,None
4,19-4099,"Life, Physical, and Social Science Technicians, All Other",70,70,0,0,0,0,0,41480,36630,26200,49130,Associate's degree,None,None
2,21-0000,Community and Social Service Occupations,4770,4810,40,0.008385744,130,30,100,44230,41130,27220,52740, , , 
3,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",4430,4480,50,0.011286682,130,30,100,n/a,n/a,n/a,n/a, , , 
4,21-1011,Substance Abuse and Behavioral Disorder Counselors,290,300,10,0.034482759,20,10,10,40870,36430,27710,47440,High school diploma or equivalent,None,Moderate-term on-the-job training
4,21-1012,"Educational, Guidance, School, and Vocational Counselors",620,620,0,0,10,0,10,53940,51610,35150,63330,Master's degree,None,None
4,21-1013,Marriage and Family Therapists,60,60,0,0,0,0,0,42130,42780,30500,47940,Master's degree,None,Internship/residency
4,21-1014,Mental Health Counselors,180,180,0,0,0,0,0,37710,32530,22520,45300,Master's degree,None,Internship/residency
4,21-1015,Rehabilitation Counselors,290,290,0,0,10,0,10,36930,34160,26850,41970,Master's degree,None,None
4,21-1021,"Child, Family, and School Social Workers",290,290,0,0,10,0,10,50130,45860,34650,57870,Bachelor's degree,None,None
4,21-1022,Healthcare Social Workers,220,230,10,0.045454545,0,0,0,48610,47010,36380,54720,Master's degree,None,None
4,21-1023,Mental Health and Substance Abuse Social Workers,320,330,10,0.03125,10,0,10,60530,61340,44590,68490,Bachelor's degree,None,None
4,21-1029,"Social Workers, All Other",350,350,0,0,10,0,10,46130,42670,33370,52500,Bachelor's degree,None,None
4,21-1091,Health Educators,110,110,0,0,0,0,0,47200,48290,33230,54180,Bachelor's degree,None,None
4,21-1093,Social and Human Service Assistants,1300,1320,20,0.015384615,40,10,30,33640,30520,23980,38470,High school diploma or equivalent,None,Short-term on-the-job training
4,21-1094,Community Health Workers,60,60,0,0,0,0,0,31110,31100,20510,36410,High school diploma or equivalent,None,Short-term on-the-job training
4,21-1099,"Community and Social Service Specialists, All Other",130,130,0,0,0,0,0,44470,41930,26660,53380,Master's degree,None,None
3,21-2000,Religious Workers,340,340,0,0,10,0,10,n/a,n/a,n/a,n/a, , , 
4,21-2011,Clergy,260,260,0,0,10,0,10,45320,44210,27660,54150,Bachelor's degree,None,Moderate-term on-the-job training
2,23-0000,Legal Occupations,1260,1290,30,0.023809524,30,10,20,85930,79020,45340,106220, , , 
3,23-1000,"Lawyers, Judges, and Related Workers",900,910,10,0.011111111,10,0,10,n/a,n/a,n/a,n/a, , , 
4,23-1011,Lawyers,440,450,10,0.022727273,10,0,10,87090,84210,61760,99760,Doctoral or professional degree,None,None
4,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",120,120,0,0,0,0,0,n/a,n/a,n/a,n/a,Doctoral or professional degree,Less than 5 years,Short-term on-the-job training
4,23-1023,"Judges, Magistrate Judges, and Magistrates",230,230,0,0,0,0,0,132960,136590,124280,137310,Doctoral or professional degree,5 years or more,Short-term on-the-job training
3,23-2000,Legal Support Workers,360,380,20,0.055555556,20,10,10,n/a,n/a,n/a,n/a, , , 
2,25-0000,"Education, Training, and Library Occupations",19030,19160,130,0.006831319,470,90,380,47000,43370,22560,59220, , , 
3,25-1000,Postsecondary Teachers,3230,3320,90,0.027863777,100,60,40,n/a,n/a,n/a,n/a, , , 
4,25-1011,"Business Teachers, Postsecondary",160,160,0,0,0,0,0,77500,78130,41700,95410,Doctoral or professional degree,None,None
4,25-1021,"Computer Science Teachers, Postsecondary",80,80,0,0,0,0,0,78480,74130,41650,96900,Doctoral or professional degree,None,None
4,25-1022,"Mathematical Science Teachers, Postsecondary",130,130,0,0,0,0,0,84130,72940,43670,104350,Doctoral or professional degree,None,None
4,25-1042,"Biological Science Teachers, Postsecondary",210,220,10,0.047619048,10,10,0,69740,63890,40210,84500,Doctoral or professional degree,None,None
4,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",50,50,0,0,0,0,0,75080,63810,48080,88580,Doctoral or professional degree,None,None
4,25-1052,"Chemistry Teachers, Postsecondary",80,80,0,0,0,0,0,67820,59050,40140,81660,Doctoral or professional degree,None,None
4,25-1054,"Physics Teachers, Postsecondary",50,50,0,0,0,0,0,65030,62890,38370,78370,Doctoral or professional degree,None,None
4,25-1063,"Economics Teachers, Postsecondary",60,60,0,0,0,0,0,92900,87630,61790,108460,Doctoral or professional degree,None,None
4,25-1065,"Political Science Teachers, Postsecondary",70,70,0,0,0,0,0,79210,62930,44690,96470,Doctoral or professional degree,None,None
4,25-1066,"Psychology Teachers, Postsecondary",150,150,0,0,0,0,0,68490,65330,43080,81190,Doctoral or professional degree,None,None
4,25-1067,"Sociology Teachers, Postsecondary",60,60,0,0,0,0,0,61130,56610,37420,72990,Doctoral or professional degree,None,None
4,25-1071,"Health Specialties Teachers, Postsecondary",240,250,10,0.041666667,10,10,0,84470,71920,49420,102000,Doctoral or professional degree,Less than 5 years,None
4,25-1072,"Nursing Instructors and Teachers, Postsecondary",130,140,10,0.076923077,0,0,0,65800,63870,39230,79090,Master's degree,Less than 5 years,None
4,25-1081,"Education Teachers, Postsecondary",180,180,0,0,0,0,0,59930,54710,39230,70270,Doctoral or professional degree,None,None
4,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",110,110,0,0,0,0,0,61090,59980,37240,73020,Doctoral or professional degree,None,None
4,25-1121,"Art, Drama, and Music Teachers, Postsecondary",260,260,0,0,0,0,0,64880,54380,35790,79430,Master's degree,None,None
4,25-1122,"Communications Teachers, Postsecondary",100,100,0,0,0,0,0,60060,55140,38850,70660,Doctoral or professional degree,None,None
4,25-1123,"English Language and Literature Teachers, Postsecondary",240,250,10,0.041666667,0,0,0,75180,61940,41370,92080,Doctoral or professional degree,None,None
4,25-1124,"Foreign Language and Literature Teachers, Postsecondary",120,120,0,0,0,0,0,70290,60680,38660,86110,Doctoral or professional degree,None,None
4,25-1125,"History Teachers, Postsecondary",110,110,0,0,0,0,0,74460,62110,41240,91070,Doctoral or professional degree,None,None
4,25-1126,"Philosophy and Religion Teachers, Postsecondary",70,70,0,0,0,0,0,73210,68530,43980,87830,Doctoral or professional degree,None,None
4,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",110,120,10,0.090909091,0,0,0,59180,54550,36350,70590,Doctoral or professional degree,None,None
4,25-1194,"Vocational Education Teachers, Postsecondary",210,220,10,0.047619048,0,0,0,57320,54810,40080,65940,Bachelor's degree,Less than 5 years,None
3,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",7670,7700,30,0.003911343,200,20,180,n/a,n/a,n/a,n/a, , , 
4,25-2011,"Preschool Teachers, Except Special Education",520,520,0,0,10,0,10,34570,28080,21280,41220,Associate's degree,None,None
4,25-2012,"Kindergarten Teachers, Except Special Education",250,250,0,0,10,0,10,56680,53360,43120,63460,Bachelor's degree,None,Internship/residency
4,25-2021,"Elementary School Teachers, Except Special Education",2400,2420,20,0.008333333,60,10,50,60300,56200,42080,69410,Bachelor's degree,None,Internship/residency
4,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",780,790,10,0.012820513,30,10,20,60710,57380,43510,69310,Bachelor's degree,None,Internship/residency
4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2070,2070,0,0,60,0,60,59450,57050,42490,67930,Bachelor's degree,None,Internship/residency
4,25-2032,"Career/Technical Education Teachers, Secondary School",350,350,0,0,10,0,10,55670,54540,41980,62520,Bachelor's degree,Less than 5 years,Internship/residency
4,25-2052,"Special Education Teachers, Kindergarten and Elementary School",440,440,0,0,10,0,10,59140,53870,41070,68170,Bachelor's degree,None,Internship/residency
4,25-2053,"Special Education Teachers, Middle School",220,220,0,0,0,0,0,58480,56280,41100,67170,Bachelor's degree,None,Internship/residency
4,25-2054,"Special Education Teachers, Secondary School",540,540,0,0,10,0,10,58550,56960,42640,66500,Bachelor's degree,None,Internship/residency
3,25-3000,Other Teachers and Instructors,3780,3780,0,0,60,0,60,n/a,n/a,n/a,n/a, , , 
4,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,390,390,0,0,10,0,10,53800,51380,37200,62100,Bachelor's degree,None,Internship/residency
4,25-3021,Self-Enrichment Education Teachers,690,690,0,0,10,0,10,34600,34000,21290,41260,High school diploma or equivalent,Less than 5 years,None
4,25-3098,Substitute Teachers,2450,2440,-10,-0.004081633,40,0,40,25810,24040,20240,28590,Bachelor's degree,None,Internship/residency
4,25-3099,"Teachers and Instructors, All Other",250,260,10,0.04,0,0,0,46790,51070,28220,56070,Bachelor's degree,None,Internship/residency
3,25-4000,"Librarians, Curators, and Archivists",610,620,10,0.016393443,20,0,20,n/a,n/a,n/a,n/a, , , 
4,25-4021,Librarians,370,370,0,0,10,0,10,53930,52140,35320,63240,Master's degree,None,None
4,25-4031,Library Technicians,180,180,0,0,10,0,10,25770,20620,17410,29950,Postsecondary non-degree award,None,None
3,25-9000,"Other Education, Training, and Library Occupations",3740,3740,0,0,80,0,80,n/a,n/a,n/a,n/a, , , 
4,25-9031,Instructional Coordinators,210,210,0,0,0,0,0,49250,49710,27820,59970,Master's degree,5 years or more,None
4,25-9041,Teacher Assistants,3490,3490,0,0,70,0,70,23380,22660,17110,26510,"Some college, no degree",None,None
2,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",3210,3230,20,0.00623053,90,20,70,39800,34210,20650,49370, , , 
3,27-1000,Art and Design Workers,900,910,10,0.011111111,20,0,20,n/a,n/a,n/a,n/a, , , 
4,27-1011,Art Directors,60,60,0,0,0,0,0,81110,61440,41590,100860,Bachelor's degree,5 years or more,None
4,27-1021,Commercial and Industrial Designers,60,60,0,0,0,0,0,57530,55810,32180,70200,Bachelor's degree,None,None
4,27-1023,Floral Designers,130,130,0,0,0,0,0,26170,24920,17040,30730,High school diploma or equivalent,None,Moderate-term on-the-job training
4,27-1024,Graphic Designers,220,220,0,0,10,0,10,36020,34910,25360,41340,Bachelor's degree,None,None
4,27-1025,Interior Designers,60,60,0,0,0,0,0,40380,39580,17340,51890,Bachelor's degree,None,None
4,27-1026,Merchandise Displayers and Window Trimmers,70,70,0,0,0,0,0,30420,29760,24760,33250,High school diploma or equivalent,None,Moderate-term on-the-job training
3,27-2000,"Entertainers and Performers, Sports and Related Workers",1020,1030,10,0.009803922,40,10,30,n/a,n/a,n/a,n/a, , , 
4,27-2012,Producers and Directors,80,80,0,0,0,0,0,45080,42570,31670,51790,Bachelor's degree,Less than 5 years,None
4,27-2022,Coaches and Scouts,420,430,10,0.023809524,20,10,10,33110,28470,17280,41020,Bachelor's degree,None,None
4,27-2041,Music Directors and Composers,160,160,0,0,0,0,0,n/a,n/a,n/a,n/a,Bachelor's degree,Less than 5 years,None
4,27-2042,Musicians and Singers,210,210,0,0,10,0,10,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,Long-term on-the-job training
3,27-3000,Media and Communication Workers,980,980,0,0,30,10,20,n/a,n/a,n/a,n/a, , , 
4,27-3011,Radio and Television Announcers,100,100,0,0,0,0,0,29860,20210,16930,36330,Bachelor's degree,None,None
4,27-3022,Reporters and Correspondents,80,70,-10,-0.125,0,0,0,29360,28820,22770,32660,Bachelor's degree,None,None
4,27-3031,Public Relations Specialists,210,220,10,0.047619048,10,10,0,45860,41480,31810,52880,Bachelor's degree,None,None
4,27-3041,Editors,180,170,-10,-0.055555556,0,0,0,42600,37250,28460,49670,Bachelor's degree,Less than 5 years,None
4,27-3043,Writers and Authors,230,230,0,0,0,0,0,61580,51240,27080,78840,Bachelor's degree,None,Moderate-term on-the-job training
3,27-4000,Media and Communication Equipment Workers,310,310,0,0,0,0,0,n/a,n/a,n/a,n/a, , , 
4,27-4011,Audio and Video Equipment Technicians,70,70,0,0,0,0,0,51900,49240,28210,63750,Postsecondary non-degree award,None,Short-term on-the-job training
4,27-4021,Photographers,150,150,0,0,0,0,0,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,Long-term on-the-job training
2,29-0000,Healthcare Practitioners and Technical Occupations,14180,14450,270,0.019040903,410,150,260,66410,55570,34420,82400, , , 
3,29-1000,Health Diagnosing and Treating Practitioners,8730,8890,160,0.018327606,250,90,160,n/a,n/a,n/a,n/a, , , 
4,29-1021,"Dentists, General",190,190,0,0,0,0,0,125830,116790,96190,140650,Doctoral or professional degree,None,None
4,29-1031,Dietitians and Nutritionists,150,150,0,0,0,0,0,55000,53440,37570,63710,Bachelor's degree,None,Internship/residency
4,29-1041,Optometrists,60,60,0,0,0,0,0,89590,85550,68670,100050,Doctoral or professional degree,None,None
4,29-1051,Pharmacists,460,450,-10,-0.02173913,10,0,10,126210,131020,106860,135890,Doctoral or professional degree,None,None
4,29-1062,Family and General Practitioners,80,80,0,0,0,0,0,173250,168420,125200,">$187,200",Doctoral or professional degree,None,Internship/residency
4,29-1064,Obstetricians and Gynecologists,60,60,0,0,0,0,0,218570,">$187,200",130550,n/a,Doctoral or professional degree,None,Internship/residency
4,29-1066,Psychiatrists,80,80,0,0,0,0,0,159750,160970,114470,182390,Doctoral or professional degree,None,Internship/residency
4,29-1069,"Physicians and Surgeons, All Other",570,590,20,0.035087719,20,10,10,208130,">$187,200",131360,">$187,200",Doctoral or professional degree,None,Internship/residency
4,29-1071,Physician Assistants,180,190,10,0.055555556,10,10,0,97000,95990,78340,106330,Master's degree,None,None
4,29-1122,Occupational Therapists,280,290,10,0.035714286,0,0,0,65080,63450,49630,72800,Master's degree,None,None
4,29-1123,Physical Therapists,470,480,10,0.021276596,20,10,10,73280,72460,50290,84780,Doctoral or professional degree,None,None
4,29-1125,Recreational Therapists,100,100,0,0,0,0,0,45330,44760,30950,52520,Bachelor's degree,None,None
4,29-1126,Respiratory Therapists,230,240,10,0.043478261,0,0,0,57020,56990,42460,64290,Associate's degree,None,None
4,29-1127,Speech-Language Pathologists,260,260,0,0,0,0,0,70040,67840,49680,80220,Master's degree,None,None
4,29-1131,Veterinarians,80,80,0,0,0,0,0,127330,84820,65790,158100,Doctoral or professional degree,None,None
4,29-1141,Registered Nurses,4750,4830,80,0.016842105,120,40,80,58010,57700,46840,63590,Associate's degree,None,None
4,29-1171,Nurse Practitioners,280,300,20,0.071428571,20,10,10,85520,86610,68740,93910,Master's degree,None,None
3,29-2000,Health Technologists and Technicians,5260,5370,110,0.020912548,160,60,100,n/a,n/a,n/a,n/a, , , 
4,29-2011,Medical and Clinical Laboratory Technologists,170,170,0,0,0,0,0,57370,56820,48330,61890,Bachelor's degree,None,None
4,29-2012,Medical and Clinical Laboratory Technicians,70,70,0,0,0,0,0,47600,46430,38220,52300,Associate's degree,None,None
4,29-2021,Dental Hygienists,300,300,0,0,10,0,10,64200,66070,52810,69890,Associate's degree,None,None
4,29-2031,Cardiovascular Technologists and Technicians,70,70,0,0,0,0,0,n/a,n/a,n/a,n/a,Associate's degree,None,None
4,29-2032,Diagnostic Medical Sonographers,180,200,20,0.111111111,10,10,0,68150,68470,57620,73410,Associate's degree,None,None
4,29-2034,Radiologic Technologists,410,420,10,0.024390244,10,10,0,52760,52070,41320,58490,Associate's degree,None,None
4,29-2035,Magnetic Resonance Imaging Technologists,60,60,0,0,0,0,0,73680,74770,59270,80890,Associate's degree,Less than 5 years,None
4,29-2041,Emergency Medical Technicians and Paramedics,520,540,20,0.038461538,20,10,10,31360,31870,22650,35720,Postsecondary non-degree award,None,None
