School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,School_Type,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,ADA_Accessible,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,School_Latitude,School_Longitude,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Location
609748,1730,49041,YORK HS,Consuella B York Alternative HS,Citywide-Option,HS,Y,,,,a,Principal,Sharnette Sims,Assistant Principal,Mr. Shone T Johnson,2700 S CALIFORNIA AVE,Chicago,Illinois,60608,7735357021,7735357109,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609748,http://yorkhs.org,,,,,N,"9,10,11,12",9-12,250,250,53,13,195,53,2,0,0,0,0,0,0,0,There are 250 students enrolled at YORK HS.  100% are Low Income Students.  21.2% are Diverse Learners.  5.2% are Limited English Learners.,The largest demographic at YORK HS is Black.  This demographic makes up 78% of the student population.  The second greatest demographic is Hispanic at 21.2%.,No/unknown accessibility,N,,Full Day,7:00 am - 4:00 pm,,,,,,,Y,,,,,,,,,41.842533,-87.695261,,18.4,5.1,57.9,1.7,73.5,Inability to Rate,Good Standing,This school did not have enough data for a 2015-2016 Performance Policy Rating.,Schools that have their own processes for enrollment.,School Year 2015-2016,Assistant Principal,Mr. James Jones,,,,,,,,,"2700 S CALIFORNIA AVE
Chicago, Illinois 60608
(41.842533, -87.695261)"
610032,4410,24131,GREEN,Wendell E Green Elementary School,Neighborhood,ES,,Y,Y,Y,"Wendell E. Green Elementary is a neighborhood school offering a general academic curriculum. Numerous extracurricular activities are offered for students along with supplemental education opportunities. Students are recognized for their achievements with honor roll, citizenship, perfect attendance, and much improved awards.",Principal,Tyrone Vincent Dowdell,Assistant Principal,Mrs. Latricia Baker-Tall,1150 W 96TH ST,Chicago,Illinois,60643,7735352575,7735352742,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610032,http://www.wendellgreenschool.net,https://www.facebook.com/pages/Wendell-E-Green-Elementary-school/110300455666185,,,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",367,333,60,1,358,2,0,1,0,0,0,5,1,0,There are 367 students enrolled at GREEN.  90.7% are Low Income Students.  16.3% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at GREEN is Black.  This demographic makes up 97.5% of the student population.  The second greatest demographic is Other at 1.7%.,No/unknown accessibility,Y,Half Day,Full Day,08:45 AM-03:45 PM,,,,,,,Y,,,Y,,,"95W, 112",Red,Rock Island District (RI),41.719292,-87.6525,,18.4,,57.9,,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,,,,,,,,,,,"1150 W 96TH ST
Chicago, Illinois 60643
(41.719292, -87.6525)"
610548,8678,22711,STEM,STEM Magnet Academy,Magnet,ES,,,Y,,"<span style='color: #141823; font-family: ""lucida grande"",tahoma,verdana,arial,sans-serif; line-height: 14px;'>The STEM Magnet Academy is the very first Chicago Public School with Science, Technology, Engineering and Mathematics as its educational foci. STEM Magnet Academy opened its doors to Kindergarten - Third grade students on September 6, 2011. Each year, STEM will add a grade until it services students in grades Kindergarten - Eight.<br /><br />The STEM Magnet Academy provides the instructional building blocks to develop lifelong learners and 21st century global citizens. STEM students will become critical thinking problem solvers who work collaboratively to improve the world around them. An engaging learning environment promotes student leaders who are capable of making evidence based decisions and develop multiple solutions for complex real world situations.</span>",Principal,Ms.Maria J McManus,School Counselor,Cynthia J. Gulley,1522 W FILLMORE ST,Chicago,Illinois,60607,7735347300,7735347302,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610548,http://www.STEMMagnetAcademy.com,https://www.facebook.com/pages/The-STEM-Magnet-Academy/240922205949670,https://twitter.com/PrincipalofSTEM,,,N,"K,1,2,3,4,5,6,7,8",K-8,459,158,28,41,155,125,69,96,0,0,0,9,4,1,There are 459 students enrolled at STEM.  34.4% are Low Income Students.  6.1% are Diverse Learners.  8.9% are Limited English Learners.,The largest demographic at STEM is Black.  This demographic makes up 33.8% of the student population.  The second greatest demographic is Hispanic at 27.2%.,No/unknown accessibility,Y,,Full Day,7:45  AM - 2:45  PM,,2:45pm-5:45pm,7:45am,,,,N,,,,,,,,,41.868576,-87.664969,,18.4,,57.9,,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2015-2016,Zakiya Libby-Williams,School Clerk,,,,,,,,,"1522 W FILLMORE ST
Chicago, Illinois 60607
(41.868576, -87.664969)"
609761,1860,46391,CORLISS HS,George H Corliss High School,Neighborhood,HS,Y,,,,"Corliss is an Early College Science, Technology, Engineering and Math school (ECSS) which enables students to earn both a high school diploma and college credits (as early as 10th grade). Our mission is to provide individualized supports necessary to ensure that all students are successful.",Principal,Leonard Harris,STEM Coordinator,Sheila Jones,821 E 103RD ST,Chicago,Illinois,60628,7735355115,7735355511,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609761,http://www.newcorlisshs.org,,,,,N,"9,10,11,12",9-12,371,357,109,0,368,2,0,0,1,0,0,0,0,0,There are 371 students enrolled at CORLISS HS.  96.2% are Low Income Students.  29.4% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at CORLISS HS is Black.  This demographic makes up 99.2% of the student population.  The second greatest demographic is Hispanic at 0.5%.,Fully Accessible,Y,,Full Day,7:50 am-3:05 pm,7:45 a.m. - 3:05 p.m.,3:05 PM - 5:00 PM,7:15 AM,Spanish,N,N,Y,,,Y,,,34106111,Red,Metra Electric District (ME),41.70666,-87.601216,14.3,18.4,34.4,57.9,62.6,73.5,Level 2,Intensive Support,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,School Counselor,Cheryl Dyer,,,,,,,,,"821 E 103RD ST
Chicago, Illinois 60628
(41.70666, -87.601216)"
400087,2490,66171,YOUNG WOMENS HS,Young Women's Leadership Charter School,Charter,HS,Y,Y,,,"Young Women's Leadership, Chicagos only all-girls public school, aims to prepare students to become ethical leaders and to pursue careers in math, science and technology.",Director,Dr. Vanesa Scott-Thompson,Counselor & Recruitment Manager,Renee Sherrod,2641 S CALUMET AVE,Chicago,Illinois,60616,3129499400,3129499142,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400087,http://www.ywlcs.org,https://www.facebook.com/ywlcs/,https://twitter.com/ywlcschicago,,,N,"8,9,10,11,12",8-12,245,226,74,0,228,14,2,0,0,0,0,1,0,0,There are 245 students enrolled at YOUNG WOMENS HS.  92.2% are Low Income Students.  30.2% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at YOUNG WOMENS HS is Black.  This demographic makes up 93.1% of the student population.  The second greatest demographic is Hispanic at 5.7%.,Generally accessible,Y,,,8:00 AM -3:10 PM,8:00 a.m. - 3:10 p.m.,,7:30 AM,Spanish,N,N,Y,,,,,,"1, 3, 4, 21",Red,Metra Electric District (ME),41.844544,-87.618724,15.7,18.4,61.4,57.9,66.7,73.5,Level 2+,Not Applicable,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2015-2016,Assistant Principal,Taquia Hylton,College & Careeer Counselor,Danielle Nightingale,,,,,,,"2641 S CALUMET AVE
Chicago, Illinois 60616
(41.844544, -87.618724)"
400028,4220,66161,CICS - PRAIRIE,CICS - Prairie,Charter,ES,,Y,Y,,"CICS - Prairie has welcomed children and families since 1998. CICS - Prairie offers an opportunity to excel in an environment that encourages creativity and responsibility. Emphasis is placed on active student participatory learning in reading, math, language arts, social studies, and science through a variety of innovative teaching strategies such as the Paideia Method.",Director,Mr. Keith Shaw,,,11530 S PRAIRIE AVE,Chicago,Illinois,60628,7739280480,7739286971,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400028,http://cicsprairie.org/,https://www.facebook.com/cicsprairie,https://twitter.com/cics_prairie,http://www.youtube.com/distinctiveschools,,N,"K,1,2,3,4,5,6,7,8",K-8,418,391,44,105,204,203,0,1,0,0,0,5,1,4,There are 418 students enrolled at CICS - PRAIRIE.  93.5% are Low Income Students.  10.5% are Diverse Learners.  25.1% are Limited English Learners.,The largest demographic at CICS - PRAIRIE is Black.  This demographic makes up 48.8% of the student population.  The second greatest demographic is Hispanic at 48.6%.,No/unknown accessibility,Y,,Full Day,8:00 am-3:30 pm,,,07:00 AM,,,,Y,,,,,,,,,41.684433,-87.616888,,18.4,,57.9,,73.5,Level 2+,Not Applicable,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2015-2016,,,,,,,,,,,"11530 S PRAIRIE AVE
Chicago, Illinois 60628
(41.684433, -87.616888)"
400178,9659,66911,MOVING EVEREST,Moving Everest Charter School,Charter,ES,,Y,Y,,"The mission of Moving Everest Charter School is to create a school that dramatically transforms the lives of K-8 students and prepares them for success in college and in life through: the delivery of a rigorous and personalized academic program, a focus on holistic education and the development of strong character.",Director,Ms. Mika Krause,,,416 N LARAMIE AVE,Chicago,Illinois,60644,3126839695,3126747221,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400178,http://www.movingeverest.org/,https://www.facebook.com/movingeverestcharterschool,https://twitter.com/movingeverest,,,N,"K,1,2",K-2,269,246,26,1,254,5,2,0,0,0,0,1,0,7,There are 269 students enrolled at MOVING EVEREST.  91.4% are Low Income Students.  9.7% are Diverse Learners.  0.4% are Limited English Learners.,The largest demographic at MOVING EVEREST is Black.  This demographic makes up 94.4% of the student population.  The second greatest demographic is Other at 3%.,No/unknown accessibility,N,,,,,,,,,,,,,,,,,,,41.888259,-87.755281,,18.4,,57.9,,73.5,Inability to Rate,Not Applicable,This school did not have enough data for a 2015-2016 Performance Policy Rating.,"Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2015-2016,,,,,,,,,,,"416 N LARAMIE AVE
Chicago, Illinois 60644
(41.888259, -87.755281)"
610197,6140,25581,TALCOTT,Mancel Talcott Elementary School,Neighborhood,ES,,Y,Y,Y,"Talcott Fine Arts and Museum Academy is Chicagos first and only Museum School. Unique learning partnerships for children and families are established with the Art Institute, National Museum of Mexican Fine Art, Field Museum, and Northwestern University School of Law. Students routinely utilize Chicagos museums to support learning. In addition, Talcott offers a Dual Language Program that aims for academic excellence, bilingual, bi-literacy, and cross-cultural competence.",Principal,Olimpia Bahena,Other,Jessica Kertz,1840 W OHIO ST,Chicago,Illinois,60622,7735347130,7735347126,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610197,http://www.talcottfama.org/,,,,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",519,420,97,205,39,426,39,1,1,0,0,12,0,1,There are 519 students enrolled at TALCOTT.  80.9% are Low Income Students.  18.7% are Diverse Learners.  39.5% are Limited English Learners.,The largest demographic at TALCOTT is Hispanic.  This demographic makes up 82.1% of the student population.  The second greatest demographic is White at 7.5%.,Generally accessible,Y,Full and Half Day,Full Day,07:45 AM-02:45 PM,,,,Spanish,Y,,Y,Y,,Y,,,"50, 65, 66",Orange,,41.892405,-87.673723,,18.4,,57.9,,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,,,,,,,,,,,"1840 W OHIO ST
Chicago, Illinois 60622
(41.892405, -87.673723)"
400180,9684,66032,KIPP ONE,KIPP One Academy,Charter,ES,,,Y,,"<span style='color: #444444; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: ""helvetica neue"", helvetica, arial, sans-serif; font-size: 14.4px; font-style: normal; font-weight: normal; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px;'>KIPPOne Academyis aschool in theHumboldt Parkneighborhood serving students in grades K & 5. We will expand each year (e.g., next year we will serve grades K-1 and 5-6) until we are a full grown K-8 school in the fall of 2020.The mission of KIPPOne is to ensure our scholars develop the academic and character strengths to thrive in Chicago's best high schools, graduate from our nations best colleges, and lead happy, peaceful lives. To achieve this mission, we provide our scholars daily, individual academic support, great teachers who effectively integrate technology to maximize learning, and a culture that encourages all of our team and family to become their best selves. Our KIPP Through College (KTC) program helps students apply to and enroll in excellent high schools, andcontinues to support KIPP graduates in high school and beyond to ensure they apply to, enroll in, and graduate from college.</span><br />",Director,Rashid Bell,Middle School Principal,Ken Lee,730 N PULASKI,Chicago,Illinois,60624,7739388578,3127338163,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400180,http://www.kippchicago.org,https://www.facebook.com/KIPPChicagoSchools/,,,,N,"K,5","K,5",181,178,18,6,154,26,1,0,0,0,0,0,0,0,There are 181 students enrolled at KIPP ONE.  98.3% are Low Income Students.  9.9% are Diverse Learners.  3.3% are Limited English Learners.,The largest demographic at KIPP ONE is Black.  This demographic makes up 85.1% of the student population.  The second greatest demographic is Hispanic at 14.4%.,No/unknown accessibility,Y,,Full Day,7:45am - 4:00pm,,,,,Y,,Y,,,,,,,,,41.893805,-87.726615,,18.4,,57.9,,73.5,Inability to Rate,,This school did not have enough data for a 2015-2016 Performance Policy Rating.,"Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2015-2016,,,,,,,,,,,"730 N PULASKI
Chicago, Illinois 60624
(41.893805, -87.726615)"
610152,5660,25181,RUGGLES,Martha Ruggles Elementary School,Neighborhood,ES,,Y,Y,Y,"Martha M. Ruggles Elementary School is a learning community committed to meeting the unique educational needs of all students. We offer a differentiated curriculum centered on balanced literacy, conceptual mathematics, and inquiry-based science. To enhance our school curriculum, we partner with several fine arts institutions, neighborhood universities, and churches.",Principal,Stephen Alan Parker,Assistant Principal,Camille L. Williams,7831 S PRAIRIE AVE,Chicago,Illinois,60619,7735353085,7735353129,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610152,http://ruggles.cps.edu,,,,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",415,411,46,0,408,6,0,0,0,0,0,1,0,0,There are 415 students enrolled at RUGGLES.  99% are Low Income Students.  11.1% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at RUGGLES is Black.  This demographic makes up 98.3% of the student population.  The second greatest demographic is Hispanic at 1.4%.,No/unknown accessibility,Y,Half Day,Full Day,08:45 AM-03:45 PM,,,,,,,Y,,,,,,"3, 79",,,41.751946,-87.618066,,18.4,,57.9,,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,,,,,,,,,,,"7831 S PRAIRIE AVE
Chicago, Illinois 60619
(41.751946, -87.618066)"
610295,7210,31251,HIGGINS,Thomas J Higgins Elementary Community Academy,Neighborhood,ES,,Y,Y,Y,"Higgins Community Academy integrates technology with reading, math, science, and social science. Higgins offers a Fine and Performing Arts Program. Higgins has partnerships with the Joffrey Ballet, Chicago Childrens Choir, The Salvation Army, and the Striding Lion Inter-Arts Workshop. Awards include a Speech Arts first place regional win.",Principal,Crystal Michelle Dorsey,Assistant Principal,Emika Canty Beaco,11710 S MORGAN ST,Chicago,Illinois,60643,7735355625,7735355623,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610295,,,,,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",271,243,32,1,265,5,0,0,0,0,0,1,0,0,There are 271 students enrolled at HIGGINS.  89.7% are Low Income Students.  11.8% are Diverse Learners.  0.4% are Limited English Learners.,The largest demographic at HIGGINS is Black.  This demographic makes up 97.8% of the student population.  The second greatest demographic is Hispanic at 1.8%.,No/unknown accessibility,Y,Half Day,Full Day,08:30 AM-03:30 PM,,,,,,,Y,,,,,,"8A, 108, 111",Red,,41.681031,-87.646994,,18.4,,57.9,,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,,,,,,,,,,,"11710 S MORGAN ST
Chicago, Illinois 60643
(41.681031, -87.646994)"
610128,5420,24951,GARVEY,Marcus Moziah Garvey Elementary School,Neighborhood,ES,,Y,Y,Y,"Garvey Elementary offers a Math and Science Magnet Program. Students learn how to explain, reason, communicate, and problem solve using mathematics and science. A reading/language arts program and computer instruction is available. Students have distinguished themselves with awards and recognition in the science fair, history fair, and with the video production program.",Principal,Michelle Lynn Miller,Other,Sabrina Anderson,10309 S MORGAN ST,Chicago,Illinois,60643,7735352763,7735352761,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610128,http://marcusgarveyschoolchicago.weebly.com/,,,,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",250,245,13,0,246,2,0,0,0,0,0,2,0,0,There are 250 students enrolled at GARVEY.  98% are Low Income Students.  5.2% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at GARVEY is Black.  This demographic makes up 98.4% of the student population.  The second greatest demographic is Hispanic at 0.8%.,Generally accessible,Y,Half Day,Full Day,08:00 AM-03:00 PM,,,,,,,Y,,,,,,"8A, 103, 108",Red,Rock Island District (RI),41.706603,-87.647577,,18.4,,57.9,,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,,,,,,,,,,,"10309 S MORGAN ST
Chicago, Illinois 60643
(41.706603, -87.647577)"
610340,7770,46481,CHICAGO ACADEMY HS,Chicago Academy High School,Small,HS,Y,,,,"Chicago Academy High School is a community of learners contributing to the world through the power of education.<br /><br />We have a dual mission: to provide a supportive college preparatory environment for students and a collaborative mentoring experience for aspiring teachers.<br /><br />We share the core values of compassion, commitment, integrity, and reflection, which we call the Learners Life. By infusing our school culture with these qualities, we seek to inspire excellence in ourselves and our community.<br />",Principal,David Gerard Gilligan,MRC,Mike Nick,3400 N AUSTIN AVE,Chicago,Illinois,60634,7735340146,7735340192,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610340,http://cahs.auslchicago.org,,https://twitter.com/chiacadhs,,,N,"9,10,11,12",9-12,540,435,98,38,79,316,112,25,1,0,0,6,1,0,There are 540 students enrolled at CHICAGO ACADEMY HS.  80.6% are Low Income Students.  18.1% are Diverse Learners.  7% are Limited English Learners.,The largest demographic at CHICAGO ACADEMY HS is Hispanic.  This demographic makes up 58.5% of the student population.  The second greatest demographic is White at 20.7%.,Fully Accessible,N,,Full Day,08:00 AM-03:10 PM,08:00 a.m. - 3:10 p.m.,3:10 PM - 5:00 PM,7:30 AM,Spanish,N,N,Y,,,,,,"85, 91, 152",,,41.943054,-87.776847,18.5,18.4,80.4,57.9,85.4,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2015-2016,,,,,,,,,,,"3400 N AUSTIN AVE
Chicago, Illinois 60634
(41.943054, -87.776847)"
610391,7110,46511,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,Selective enrollment,HS,Y,Y,,,"Lindblom, a US News & World Report Gold Medal School, offers high-achieving students unique programs in critical world languages, math and science. With the largest Mandarin language program in Chicago and the largest non-heritage Arabic program in the United States, our language program affords students unique and rich opportunities.<br /><br />Our Biotechnology Center of Excellence, run in partnership with Baxter International and the Office of STEM Education Partnerships at Northwestern University, provides the anchor for our deep STEM program.<br /><br />With two forward-looking CTE programs, computer science and pre-engineering, Lindblom continues to find ways to make our students stand out to colleges and universities.<br /><br />Lindblom graduates have included Posse scholarship winners, aQuestBridge recipient, and Gates Scholars. With over $37million in scholarships offeredthis past year, Lindblom is putting our students on the map!<br /><br /><br />",Principal,Mr.Wayne Joseph Bevis,Assistant Principal,Wayne Bevis,6130 S WOLCOTT AVE,Chicago,Illinois,60636,7735359300,7735359314,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610391,http://www.lindblomeagles.org,,http://twitter.com/LMSAEagles,,,N,"7,8,9,10,11,12",7-12,1288,851,71,16,923,313,24,15,3,0,0,10,0,0,There are 1288 students enrolled at LINDBLOM HS.  66.1% are Low Income Students.  5.5% are Diverse Learners.  1.2% are Limited English Learners.,The largest demographic at LINDBLOM HS is Black.  This demographic makes up 71.7% of the student population.  The second greatest demographic is Hispanic at 24.3%.,Generally accessible,N,Full Day,Full Day,8:00 - 3:05pm,8:00 a.m. - 3:05 p.m.,3:05 PM - 8:30 PM,6:15 AM,"Arabic, Chinese",N,N,Y,,,Y,,,"9, 48, 63",Green,,41.782041,-87.671662,22.9,18.4,83.6,57.9,89.2,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.",Schools that offer a rigorous curriculum with mainly honors and Advanced Placement (AP) courses. Acceptance based on application and entrance exam.,School Year 2015-2016,,,,,,,,,,,"6130 S WOLCOTT AVE
Chicago, Illinois 60636
(41.782041, -87.671662)"
400033,2420,66061,CICS - LONGWOOD,CICS - Longwood,Charter,HS,Y,Y,Y,,"CICS Longwood strives to support students in any way they need to succeed, providing multiple opportunities, including evening school programs, for students to reach their full academic potential.",Director,Ms. Kenyatta Stansberry,Director,Kenyatta Stansberry,1309 W 95TH ST,Chicago,Illinois,60643,7732385330,7732385350,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400033,http://www.longwoodcharter.org,https://www.facebook.com/csusahq,https://twitter.com/CSUSAhq,http://www.youtube.com/CharterSchoolsUSA,,N,"3,4,5,6,7,8,9,10,11,12",3-12,1321,1207,214,10,1310,8,1,0,0,0,0,1,1,0,There are 1321 students enrolled at CICS - LONGWOOD.  91.4% are Low Income Students.  16.2% are Diverse Learners.  0.8% are Limited English Learners.,The largest demographic at CICS - LONGWOOD is Black.  This demographic makes up 99.2% of the student population.  The second greatest demographic is Hispanic at 0.6%.,No/unknown accessibility,Y,,,8:00 AM-3:20 PM,8:30 a.m. - 3:00 p.m.,3:30 PM - 6:00 PM,7:30 AM,,N,N,Y,,,,,,"9, 95W",,Rock Island District (RI),41.721221,-87.655768,15.4,18.4,64.9,57.9,82.6,73.5,Level 2,Not Applicable,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2015-2016,,,,,,,,,,,"1309 W 95TH ST
Chicago, Illinois 60643
(41.721221, -87.655768)"
610587,9682,46681,DYETT ARTS HS,Walter Henri Dyett High School for the Arts,Neighborhood,HS,Y,,,,Dyett,Principal,Beulah A Mcloyd,,,555 E 51ST,Chicago,Illinois,60615,7735351825,7735351037,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610587,http://www.newdyett.org/,,,,,N,9,9,149,131,21,1,145,2,1,0,0,0,0,1,0,0,There are 149 students enrolled at DYETT ARTS HS.  87.9% are Low Income Students.  14.1% are Diverse Learners.  0.7% are Limited English Learners.,The largest demographic at DYETT ARTS HS is Black.  This demographic makes up 97.3% of the student population.  The second greatest demographic is Hispanic at 1.3%.,No/unknown accessibility,N,,,,,,,,,,,,,,,,,,,41.801204,-87.612239,,18.4,,57.9,,73.5,Inability to Rate,,This school did not have enough data for a 2015-2016 Performance Policy Rating.,"Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,,,,,,,,,,,"555 E 51ST
Chicago, Illinois 60615
(41.801204, -87.612239)"
